item.quantity,"Množství"
item.pfand,"Jednorázový vklad"
mail.order.confirmation.item.quantity,"Množství"
mail.order.confirmation.collect.number,"Váš osobní vyzvedávací kód"
mail.order.confirmation.deposit,"Vklad"
mail.order.confirmation.substitution.available,"Náhradní artikl dostupný"
