Stores,"Markety"
Store ID,"ID regionu"
Manage Stores,"Spravovat markety"
Administration,"Administrace"
Stores,"Markety"
"Manage Stores","Spravovat markety"
"Store ID","ID marketu"
Name,"Jméno"
