shipment_method_key,currency,value_net,value_gross,store
click_and_collect,CZK,0,0,OST
click_and_collect,CZK,0,0,OLO
click_and_collect,CZK,0,0,ZLI
click_and_collect,CZK,0,0,LIB
click_and_collect,CZK,0,0,CAK
click_and_collect,CZK,0,0,CCM
