ordernumber|sapnumber|sap_unit|name|description_long|supplier|tax|ballaststoffe|fettefettungsaeurenp100gml|eiweissp100gml|energiekcalp100gml|energiekjp100gml|fettp100gml|fettefettgsaeurenp100gml|kohlhyalkp100gml|kohlstrp100gml|kohlzkrp100gml|kohlp100gml|fettefettmgsaeurenp100gml|salz100gml|alkgeh|mainimage_filename|entallerg|mentallerg|zutaten|bio|vegan|vegetarisch|laktosefrei|glutenfrei|fairtrade|pfandpflicht|pfandbetrag|artikeltyp|fsk|inverkehrbringer|grundpreispflicht|grundpreisinhalt|grundpreismasseinheit|grundeinheit|verpackungseinheit|groupid|active|bontext|sapwgr|herkunftsland|pfand_1_sapnumber|pfand_1_plu|pfand_1_count|pfand_1_amount|pfand_2_sapnumber|pfand_2_plu|pfand_2_count|pfand_2_amount|handelsklasse|einzelgewicht|herkunftsland_o_g|nonfoodingredients|warnhinweise|verwendungshinweise|temperaturecondition|pickzone|orderlimit|pet_feeding_table|SAP-WGR|Zusatzkategorie|Altersempfehlung|NOS Artikel|Classification_ID
287136|287136|ST|Speck|Portioniert zu je ca. 200 g. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287136_1.jpg|||Zutaten: Speck, iodiertes Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff Natriumnitrit), Rauch|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,2|||||||50|||1011|||cls_de_cc_320300
287139|287139|ST|Backofenbraten|Portioniert zu je ca. 1,5 kg. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287139_1.jpg|||Zutaten: 90% Schweinefleisch, raffiniertes Rapsöl, Zwiebeln, Speisesalz, Gewürze, Gewürzextrakt, Kräuter|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||1,5|||||||50|||1011|||cls_de_cc_320300
287143|287143|ST|Filetrotwurst geschnitten|Portioniert zu je ca. 120 g. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287143.jpg|||Zutaten: Schweinefleisch, 25% Schweinefilet, Speck, Schweineblut, Zwiebeln, iodiertes Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff Natriumnitrit), Gewürze|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,12|||||||50|||1011|||cls_de_cc_320300
287149|287149|ST|Grützwurst|Portioniert zu je ca. 600 g. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287149_1.jpg|||Zutaten: Schweinefleisch, Speck, Schwarten, Schweineblut, PANIERMEHL (u.a. WEIZEN), iodiertes Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff Natriumnitrit), Gewürze, Würze|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,6|||||||50|||1011|||cls_de_cc_320300
287150|287150|ST|Rostbrätel Knoblauch Kräuter|Inhalt: 4 Stück in Verpackung, Gewichtsabweichung max. +/-10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287150_1.jpg|||Zutaten: 90% Schweinefleisch, Pflanzliches Öl (Raps), Zwiebeln, Trinkwasser, Speisesalz, Gewürze, Gewürzextrakt, Kräuter, Zucker, Würze|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,8|||||||50|||1011|||cls_de_cc_320300
287165|287165|ST|Geflügelsalat|Portioniert zu je ca. 250 g. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287165.jpg|||Zutaten: 60% gegartes Putenfleisch, Ananas, EIGELB, Rapsöl, Trinkwasser, Branntweinessig, Mandarin-Orangen, iodiertes Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff Natriumnitrit), Gewürze, Zucker, Verdickungsmittel: E412, E410; Stärke, Antioxidationsmittel: E385; WEIZENSTÄRKE, NATÜRLICHES AROMA (u.a. SELLERIE)|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,25|||||||50|||1011|||cls_de_cc_320300
287167|287167|ST|Sülzfleischwurst geschnitten|Portioniert zu je ca. 120 g. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287167_1.jpg|||Zutaten: 50% Schweinefleisch, Trinkwasser, Gelatine, iodiertes Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff Natriumnitrit), Gewürze, Würze|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,12|||||||50|||1011|||cls_de_cc_320300
287175|287175|ST|Wurstsalat|Portioniert zu je ca. 250 g. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287175.jpg|||Zutaten: Rindfleisch und Schweinefleisch Speck, EIGELB, Rapsöl,Trinkwasser, Gurken,SENFSAAT, Branntweinessig, iodiertes Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff Natriumnitrit), GEWÜRZE (u.a. SENF), Röstzwiebeln, Glucosesirup, Dextrose,Zucker,LACTOSE, Verdickungsmittel: 412; E410; Stabilisator: E450; Antoxidationsmittel: E385, E300; Süßstoff: E954; Stärke, WEIZENSTÄRKE, Würze, WEIZENMEHL, NATÜRLICHES AROMA (u.a. SELLERIE), Aromen|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,25|||||||50|||1011|||cls_de_cc_320300
287188|287188|ST|Putenbruststeak Abu Dhabi|Inhalt: 4 Stück in Verpackung, Gewichtsabweichung max. +/-10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287188.jpg|||Zutaten: 90% Putenfleisch, Rapsöl, Salfett, iodiertes Speisesalz (Kochsalz, Kaliumiodat), Gewürze, Gewürzextrakt, Kräuter, Orangensaftkonzentrat, Orangenschalen, Zucker, Maltodextrin, Hefeextrakt, Säuerungsmittel: E330; Würze, Aromen|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,75|||||||50|||1011|||cls_de_cc_320300
287189|287189|ST|Putensteaks mit Honig Senf|Inhalt: 4 Stück in Verpackung, Gewichtsabweichung max. +/-10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287189.jpg|||Zutaten: 90% Putenfleisch, Honig, SENF, Trinkwasser, Gemüsepaprika, Karotten, Zwiebeln, Speisesalz, Gewürze, Gewürzextrakt, Zucker, Branntweinessig, Aromen|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,75|||||||50|||1011|||cls_de_cc_320300
287190|287190|ST|Putenschnitzel Curry|Inhalt: 4 Stück in Verpackung, Gewichtsabweichung max. +/-10%; Aufgezogen und geschlachtet in der EU|Globus|5||||||||||||||||Allergene: SOJA UND SOJAERZEUGNISSE, SCHALENFRUECHTE, SELLERIE UND SELLERIEERZEUGNISSE, SENF UND SENFERZEUGNISSE, SESAMSAMEN UND SESAMERZEUGNISSE||Zutaten: 85% Putenfleisch, pflanzliches Fett, Speisesalz, Pflanzliches Öl,  Curry, Saccarose, Gemüsepaprika, natürliche Aromen|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,75|||||||50|||1011|||cls_de_cc_320300
287197|287197|ST|Schinkenspeck geschnitten|Portioniert zu je ca. 120 g. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287197.jpg|||Zutaten: Schweinefleisch, iodiertes Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff Natriumnitrit), Rauch|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,12|||||||50|||1011|||cls_de_cc_320300
287198|287198|ST|Lachsschinken geschnitten|Portioniert zu je ca. 120 g. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287198.jpg|||Zutaten: Schweinefleisch, iodiertes Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff Natriumnitrit), Rauch|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,12|||||||50|||1011|||cls_de_cc_320300
2871981042|2871981042|ST|Lachsschinken geschnitten|Portioniert zu je ca. 100 g. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287198.jpg|||Zutaten: Schweinefleisch, iodiertes Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff Natriumnitrit), Rauch|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,1|||||||50|||1011|||cls_de_cc_320300
287211|287211|ST|Chilliwiener|Inhalt: 7 Stück in Verpackung, Gewichtsabweichung max. +/-10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287211.jpg|Allergene: SOJA - SOJAERZEUGNISSE, SENF UND SENFERZEUGNISSE Milch und Milcherzeugnisse||Zutaten: 75% SCHWEINE UND RINDFLEISCH, TRINKWASSER, SPECK, iodiertes Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff Natriumnitrit), GLUCOSESIRUP, CHILIPULVER, DEXTROSE, GESCHMACKSVERSTAERKER: MONONATRIUMGLUTAMAT E621, GEWUERZESTABILISATOR: NATRIUMDIPHOSPHAT E450a, ANTIOXIDATIONSMITTEL: ASCORBINSAEURE E 300, NATURDARM, AROMEN, RAUCH, WUERZE|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,38|||||||50|||1011|||cls_de_cc_320300
287214|287214|ST|Leberkäse geschnitten|Portioniert zu je ca. 120 g. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287214_1.jpg|||Zutaten: Schweinefleisch, 20% Schweineleber, Trinkwasser, Speck, iodiertes Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff Natriumnitrit), Gewürze, Glucosesirup, Dextrose, LACTOSE, Geschmacksverstärker Mononatriumglutamat E 621, Stabilisator Natriumdiphosphat E 450, Antioxidationsmittel Ascorbinsäure E 300, Würze, Aromen|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,12|||||||50|||1011|||cls_de_cc_320300
287215|287215|ST|Leberkäse am Stück|Portioniert zu je ca. 330 g. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287215_1.jpg|||Zutaten: Schweinefleisch, 20% Schweineleber, Trinkwasser, Speck, iodiertes Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff Natriumnitrit), Gewürze, Glucosesirup, Dextrose, LACTOSE, Geschmacksverstärker Mononatriumglutamat E 621, Stabilisator Natriumdiphosphat E 450, Antioxidationsmittel Ascorbinsäure E 300, Würze, Aromen|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,33|||||||50|||1011|||cls_de_cc_320300
287216|287216|ST|Schweinenuss|Portioniert zu je ca. 1 kg. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287216.jpg|||Zutaten: SCHWEINENUSS|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||1|||||||50|||1011|||cls_de_cc_320300
287217|287217|ST|Frühstücksfleisch in Gelee|Portioniert zu je ca. 330 g. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287217_1.jpg|||Zutaten: 62% Schweinefleisch, Trinkwasser, Speisegelatine, iodiertes Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff Natriumnitrit), Gewürze, Dextrose, Zucker, Geschmacksverstärker: E621; Säuerungsmittel: E575, E330; Antioxidationsmittel: E300, E301; Säuerungsmittel: E262; Würze,nicht essbare Hülle|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,33|||||||50|||1011|||cls_de_cc_320300
287219|287219|ST|Griebenschmalz|Portioniert zu je ca. 250 g. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287219.jpg|||Zutaten: Speck, Zwiebeln, Äpfel, iodiertes Speisesalz (Kochsalz, Kaliumiodat), Gewürze, Geschmacksverstärker Mononatriumglutamat E 621, WEIZENMEHL, Pflanzenöl (Palm)|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,25|||||||50|||1011|||cls_de_cc_320300
287224|287224|ST|Krustenbraten|Portioniert zu je ca. 1,2 kg. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287224.jpg|||Zutaten: Schweinefleisch|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||1,2|||||||50|||1011|||cls_de_cc_320300
287226|287226|ST|Rindfleischpfanne|Portioniert zu je ca. 500 g. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287226.jpg|||Zutaten: 70% Rindfleisch, Gemüsepaprika, SENF, Gurken, Karotten, Zwiebeln, Trinkwasser, Speisesalz, Branntweinessig, Gewürze, SENFSAAT, Gewürzextrakt, Honig, Zucker, Aromen|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,5|||||||50|||1011|||cls_de_cc_320300
287228|287228|ST|Putenpfanne Shanghai|Portioniert zu je ca. 500 g. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287228.jpg|||Zutaten: 90% Putenfleisch, SOJASOSSE, Trinkwasser, Tomatenmark, Gemüsepaprika, Bambusstreifen, Black Fungus, SOJABOHNEN, Zwiebeln, Karotten, Speisesalz, Gewürze, Gewürzextrakt, Ananaskonzentrat, WEIZEN, Zucker, Aromen|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,5|||||||50|||1011|||cls_de_cc_320300
287230|287230|ST|Schweineleber|Portioniert zu je ca. 500 g. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287230.jpg|||Zutaten: Schweineleber|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,5|||||||50|||1011|||cls_de_cc_320300
287231|287231|ST|Schweinenieren|Inhalt: 3 Stück in Verpackung, Gewichtsabweichung max. +/-10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287231.jpg|||Zutaten: Schweinenieren|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,5|||||||50|||1011|||cls_de_cc_320300
287232|287232|ST|Schweineherzen|Inhalt: 2 Stück in Verpackung, Gewichtsabweichung max. +/-10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287232.jpg|||Zutaten: Schweineherzen|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,4|||||||50|||1011|||cls_de_cc_320300
287239|287239|ST|Rosenknochen|Portioniert zu je ca. 1,5 kg. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5||||||||||||||||||Zutaten: Rosenknochen, Rinderbrühknochen|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||1,5|||||||50|||1011|||cls_de_cc_320300
287240|287240|ST|Schweinefleischknochen|Portioniert zu je ca. 1,5 kg. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5||||||||||||||||||Zutaten: Schweinefleischknochen|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||1,5|||||||50|||1011|||cls_de_cc_320300
287241|287241|ST|Rindfleischknochen|Portioniert zu je ca. 1,5 kg. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5||||||||||||||||||Zutaten: Schweinefleischknochen|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||1,5|||||||50|||1011|||cls_de_cc_320300
287242|287242|ST|Kasslerknochen|Portioniert zu je ca. 1,5 kg. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5||||||||||||||||||Zutaten: Schweinefleischknochen|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||1,5|||||||50|||1011|||cls_de_cc_320300
287243|287243|ST|Kasslerrippchen|Portioniert zu je ca. 1,5 kg. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287243.jpg|||Zutaten: Schweinefleischknochen|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||1,5|||||||50|||1011|||cls_de_cc_320300
2872431042|2872431042|ST|Kasslerrippchen|Portioniert zu je ca. 800 g. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||2872431042.jpg|||Zutaten: Schweinefleischknochen|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,8|||||||50|||1011|||cls_de_cc_320300
287244|287244|ST|Schälrippchen|Portioniert zu je ca. 1,5 kg. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287244.jpg|||Zutaten: Schweinefleischknochen|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||1,5|||||||50|||1011|||cls_de_cc_320300
2872441042|2872441042|ST|Schälrippchen|Portioniert zu je ca. 1 kg. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287244.jpg|||Zutaten: Schweinefleischknochen|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||1|||||||50|||1011|||cls_de_cc_320300
287245|287245|ST|Dicke Rippchen|Portioniert zu je ca. 500 g. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287245.jpg|||Zutaten: Schweinefleisch|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,5|||||||50|||1011|||cls_de_cc_320300
2872451042|2872451042|ST|Dicke Rippchen|Portioniert zu je ca. 700 g. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287245.jpg|||Zutaten: Schweinefleisch|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,7|||||||50|||1011|||cls_de_cc_320300
287258|287258|ST|Nußschinken geschn.|Portioniert zu je ca. 120 g. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287258.jpg|||Zutaten: Schweinefleisch, iodiertes Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff Natriumnitrit), Rauch|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,12|||||||50|||1011|||cls_de_cc_310200
287259|287259|ST|Schw.Filet ger.|Portioniert zu je ca. 300 g. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287259.jpg|||Zutaten: Schweinefilet, iodiertes Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff Natriumnitrit), Glucosesirup, Geschmacksverstärker: E621; Antioxidationsmittel: E301, E300; Würze, Buchenholzrauch, natürliche Aromen|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,3|||||||50|||1011|||cls_de_cc_320300
287262|287262|ST|Soljanka|Portioniert zu je ca. 500 g im Portionsschlauch. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287262.jpg|||Zutaten: Trinkwasser, Rindfleisch und Schweinefleisch, Gurken, Gemüsepaprika, Speck, Weißkohl, Tomatenmark, iodiertes Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff Natriumnitrit), Karotten, GEWÜRZE (u.a. SENF), SELLERIE, Gewürzextrakt, Kräuter, Röstzwiebeln, Rapsöl, Glucosesirup, Dextrose, Zucker, LACTOSE, MILCHZUCKER, Hefeextrakt, Stabilisator: E450; Antioxidationsmittel: E300; Konservierungsstoff: E202; Modifizierte Stärke: E1422; Süßstoff: E954; Konservierungsstoff: E211; Branntweinessig, Würze, WEIZENMEHL, Aromen|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,5|||||||50|||1011|||cls_de_cc_320300
2872621042|2872621042|ST|Soljanka|Portioniert zu je ca. 550 g im Portionsschlauch. Gewichtsabweichung max. +/- 10%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287262.jpg|||Zutaten: Trinkwasser, Rindfleisch und Schweinefleisch, Gurken, Gemüsepaprika, Speck, Weißkohl, Tomatenmark, iodiertes Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff Natriumnitrit), Karotten, GEWÜRZE (u.a. SENF), SELLERIE, Gewürzextrakt, Kräuter, Röstzwiebeln, Rapsöl, Glucosesirup, Dextrose, Zucker, LACTOSE, MILCHZUCKER, Hefeextrakt, Stabilisator: E450; Antioxidationsmittel: E300; Konservierungsstoff: E202; Modifizierte Stärke: E1422; Süßstoff: E954; Konservierungsstoff: E211; Branntweinessig, Würze, WEIZENMEHL, Aromen|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,55|||||||50|||1011|||cls_de_cc_320300
