ordernumber|sapnumber|sap_unit|name|description_long|supplier|tax|ballaststoffe|fettefettungsaeurenp100gml|eiweissp100gml|energiekcalp100gml|energiekjp100gml|fettp100gml|fettefettgsaeurenp100gml|kohlhyalkp100gml|kohlstrp100gml|kohlzkrp100gml|kohlp100gml|fettefettmgsaeurenp100gml|salz100gml|alkgeh|mainimage_filename|entallerg|mentallerg|zutaten|bio|vegan|vegetarisch|laktosefrei|glutenfrei|fairtrade|pfandpflicht|pfandbetrag|artikeltyp|fsk|inverkehrbringer|grundpreispflicht|grundpreisinhalt|grundpreismasseinheit|grundeinheit|verpackungseinheit|groupid|active|bontext|sapwgr|herkunftsland|pfand_1_sapnumber|pfand_1_plu|pfand_1_count|pfand_1_amount|pfand_2_sapnumber|pfand_2_plu|pfand_2_count|pfand_2_amount|handelsklasse|einzelgewicht|herkunftsland_o_g|nonfoodingredients|warnhinweise|verwendungshinweise|temperaturecondition|assortmentzone|orderlimit|pet_feeding_table|SAP-WGR|Zusatzkategorie|Altersempfehlung|NOS Artikel|Classification_ID|wine_quality_classification
8590132015246|00066800002|g|Kotányi Zázvor mletý 22 g|Zázvor se vyznačuje nahořklou a mírně ostrou chutí s jemným, citronovým aroma. Jeho hřejivý charakter učiní z vašich pokrmů opravdový kulinářský zážitek.|keine|15||3.3|7.4|316|1322|||60|||||||f589f12b-9aa9-4190-932e-491a0ef7db1c&type=1|Může obsahovat:  1. OBILOVINY OBSAHUJÍCÍ LEPEK a výrobky z nich, 3. VEJCE a výrobky z nich, 6. SÓJOVÉ BOBY (SÓJA) a výrobky z nich, 7. MLÉKO a výrobky z něj, 9. CELER a výrobky z něj, 10. HOŘČICE a výrobky z ní, 11. SEZAMOVÁ SEMENA (SEZAM) a výrobky z nich|||0|0|0|0|0|0|||||KOTÁNYI GmbH A-2120 Wolkersdorf, PF66, Rakousko|1|22|kg|1000|g|620W2111|1||||||||||||||||||Skladujte a uchovávejte v chladu a suchu.|Trocken|20||||||cls_czr_spices_and_flavors;cls_czr_oneway_spices_and_herbs|
