StoreID;Regal;Regalmeter;Ebene;Reihenfolge
1042;017;00;00;101000000
1042;017;00;01;101000001
1042;017;00;02;101000002
1042;017;00;03;101000003
1042;017;00;04;101000004
1042;017;00;05;101000005
1042;017;00;06;101000006
1042;017;00;07;101000007
1042;017;00;08;101000008
1042;017;00;09;101000009
1042;017;01;00;101001000
1042;017;01;01;101001001
1042;017;01;02;101001002
1042;017;01;03;101001003
1042;017;01;04;101001004
1042;017;01;05;101001005
1042;017;01;06;101001006
1042;017;01;07;101001007
1042;017;01;08;101001008
1042;017;01;09;101001009
1042;017;02;00;101002000
1042;017;02;01;101002001
1042;017;02;02;101002002
1042;017;02;03;101002003
1042;017;02;04;101002004
1042;017;02;05;101002005
1042;017;02;06;101002006
1042;017;02;07;101002007
1042;017;02;08;101002008
1042;017;02;09;101002009
1042;017;03;00;101003000
1042;017;03;01;101003001
1042;017;03;02;101003002
1042;017;03;03;101003003
1042;017;03;04;101003004
1042;017;03;05;101003005
1042;017;03;06;101003006
1042;017;03;07;101003007
1042;017;03;08;101003008
1042;017;03;09;101003009
1042;017;04;00;101004000
1042;017;04;01;101004001
1042;017;04;02;101004002
1042;017;04;03;101004003
1042;017;04;04;101004004
1042;017;04;05;101004005
1042;017;04;06;101004006
1042;017;04;07;101004007
1042;017;04;08;101004008
1042;017;04;09;101004009
1042;017;05;00;101005000
1042;017;05;01;101005001
1042;017;05;02;101005002
1042;017;05;03;101005003
1042;017;05;04;101005004
1042;017;05;05;101005005
1042;017;05;06;101005006
1042;017;05;07;101005007
1042;017;05;08;101005008
1042;017;05;09;101005009
1042;017;06;00;101006000
1042;017;06;01;101006001
1042;017;06;02;101006002
1042;017;06;03;101006003
1042;017;06;04;101006004
1042;017;06;05;101006005
1042;017;06;06;101006006
1042;017;06;07;101006007
1042;017;06;08;101006008
1042;017;06;09;101006009
1042;017;07;00;101007000
1042;017;07;01;101007001
1042;017;07;02;101007002
1042;017;07;03;101007003
1042;017;07;04;101007004
1042;017;07;05;101007005
1042;017;07;06;101007006
1042;017;07;07;101007007
1042;017;07;08;101007008
1042;017;07;09;101007009
1042;017;08;00;101008000
1042;017;08;01;101008001
1042;017;08;02;101008002
1042;017;08;03;101008003
1042;017;08;04;101008004
1042;017;08;05;101008005
1042;017;08;06;101008006
1042;017;08;07;101008007
1042;017;08;08;101008008
1042;017;08;09;101008009
1042;017;09;00;101009000
1042;017;09;01;101009001
1042;017;09;02;101009002
1042;017;09;03;101009003
1042;017;09;04;101009004
1042;017;09;05;101009005
1042;017;09;06;101009006
1042;017;09;07;101009007
1042;017;09;08;101009008
1042;017;09;09;101009009
1042;017;10;00;101010000
1042;017;10;01;101010001
1042;017;10;02;101010002
1042;017;10;03;101010003
1042;017;10;04;101010004
1042;017;10;05;101010005
1042;017;10;06;101010006
1042;017;10;07;101010007
1042;017;10;08;101010008
1042;017;10;09;101010009
1042;017;11;00;101011000
1042;017;11;01;101011001
1042;017;11;02;101011002
1042;017;11;03;101011003
1042;017;11;04;101011004
1042;017;11;05;101011005
1042;017;11;06;101011006
1042;017;11;07;101011007
1042;017;11;08;101011008
1042;017;11;09;101011009
1042;017;12;00;101012000
1042;017;12;01;101012001
1042;017;12;02;101012002
1042;017;12;03;101012003
1042;017;12;04;101012004
1042;017;12;05;101012005
1042;017;12;06;101012006
1042;017;12;07;101012007
1042;017;12;08;101012008
1042;017;12;09;101012009
1042;017;13;00;101013000
1042;017;13;01;101013001
1042;017;13;02;101013002
1042;017;13;03;101013003
1042;017;13;04;101013004
1042;017;13;05;101013005
1042;017;13;06;101013006
1042;017;13;07;101013007
1042;017;13;08;101013008
1042;017;13;09;101013009
1042;017;14;00;101014000
1042;017;14;01;101014001
1042;017;14;02;101014002
1042;017;14;03;101014003
1042;017;14;04;101014004
1042;017;14;05;101014005
1042;017;14;06;101014006
1042;017;14;07;101014007
1042;017;14;08;101014008
1042;017;14;09;101014009
1042;017;15;00;101015000
1042;017;15;01;101015001
1042;017;15;02;101015002
1042;017;15;03;101015003
1042;017;15;04;101015004
1042;017;15;05;101015005
1042;017;15;06;101015006
1042;017;15;07;101015007
1042;017;15;08;101015008
1042;017;15;09;101015009
1042;017;16;00;101016000
1042;017;16;01;101016001
1042;017;16;02;101016002
1042;017;16;03;101016003
1042;017;16;04;101016004
1042;017;16;05;101016005
1042;017;16;06;101016006
1042;017;16;07;101016007
1042;017;16;08;101016008
1042;017;16;09;101016009
1042;017;17;00;101017000
1042;017;17;01;101017001
1042;017;17;02;101017002
1042;017;17;03;101017003
1042;017;17;04;101017004
1042;017;17;05;101017005
1042;017;17;06;101017006
1042;017;17;07;101017007
1042;017;17;08;101017008
1042;017;17;09;101017009
1042;017;18;00;101018000
1042;017;18;01;101018001
1042;017;18;02;101018002
