StoreID;Regal;Regalmeter;Ebene;Reihenfolge
1004;401;25;00;100980500
1004;401;25;01;100980501
1004;401;25;02;100980502
1004;401;25;03;100980503
1004;401;25;04;100980504
1004;401;25;05;100980505
1004;401;25;06;100980506
1004;401;25;07;100980507
1004;401;25;08;100980508
1004;401;25;09;100980509
1004;401;24;00;100981500
1004;401;24;01;100981501
1004;401;24;02;100981502
1004;401;24;03;100981503
1004;401;24;04;100981504
1004;401;24;05;100981505
1004;401;24;06;100981506
1004;401;24;07;100981507
1004;401;24;08;100981508
1004;401;24;09;100981509
1004;401;23;00;100982500
1004;401;23;01;100982501
1004;401;23;02;100982502
1004;401;23;03;100982503
1004;401;23;04;100982504
1004;401;23;05;100982505
1004;401;23;06;100982506
1004;401;23;07;100982507
1004;401;23;08;100982508
1004;401;23;09;100982509
1004;401;22;00;100983500
1004;401;22;01;100983501
1004;401;22;02;100983502
1004;401;22;03;100983503
1004;401;22;04;100983504
1004;401;22;05;100983505
1004;401;22;06;100983506
1004;401;22;07;100983507
1004;401;22;08;100983508
1004;401;22;09;100983509
1004;401;21;00;100984500
1004;401;21;01;100984501
1004;401;21;02;100984502
1004;401;21;03;100984503
1004;401;21;04;100984504
1004;401;21;05;100984505
1004;401;21;06;100984506
1004;401;21;07;100984507
1004;401;21;08;100984508
1004;401;21;09;100984509
1004;401;20;00;100985500
1004;401;20;01;100985501
1004;401;20;02;100985502
1004;401;20;03;100985503
1004;401;20;04;100985504
1004;401;20;05;100985505
1004;401;20;06;100985506
1004;401;20;07;100985507
1004;401;20;08;100985508
1004;401;20;09;100985509
1004;401;19;00;100986500
1004;401;19;01;100986501
1004;401;19;02;100986502
1004;401;19;03;100986503
1004;401;19;04;100986504
1004;401;19;05;100986505
1004;401;19;06;100986506
1004;401;19;07;100986507
1004;401;19;08;100986508
1004;401;19;09;100986509
1004;401;18;00;100987500
1004;401;18;01;100987501
1004;401;18;02;100987502
1004;401;18;03;100987503
1004;401;18;04;100987504
1004;401;18;05;100987505
1004;401;18;06;100987506
1004;401;18;07;100987507
1004;401;18;08;100987508
1004;401;18;09;100987509
1004;401;17;00;100988500
1004;401;17;01;100988501
1004;401;17;02;100988502
1004;401;17;03;100988503
1004;401;17;04;100988504
1004;401;17;05;100988505
1004;401;17;06;100988506
1004;401;17;07;100988507
1004;401;17;08;100988508
1004;401;17;09;100988509
1004;401;16;00;100989500
1004;401;16;01;100989501
1004;401;16;02;100989502
1004;401;16;03;100989503
1004;401;16;04;100989504
1004;401;16;05;100989505
1004;401;16;06;100989506
1004;401;16;07;100989507
1004;401;16;08;100989508
1004;401;16;09;100989509
1004;401;15;00;100990500
1004;401;15;01;100990501
1004;401;15;02;100990502
1004;401;15;03;100990503
1004;401;15;04;100990504
1004;401;15;05;100990505
1004;401;15;06;100990506
1004;401;15;07;100990507
1004;401;15;08;100990508
1004;401;15;09;100990509
1004;401;14;00;100991500
1004;401;14;01;100991501
1004;401;14;02;100991502
1004;401;14;03;100991503
1004;401;14;04;100991504
1004;401;14;05;100991505
1004;401;14;06;100991506
1004;401;14;07;100991507
1004;401;14;08;100991508
1004;401;14;09;100991509
1004;401;13;00;100992500
1004;401;13;01;100992501
1004;401;13;02;100992502
1004;401;13;03;100992503
1004;401;13;04;100992504
1004;401;13;05;100992505
1004;401;13;06;100992506
1004;401;13;07;100992507
1004;401;13;08;100992508
1004;401;13;09;100992509
1004;401;12;00;100993500
1004;401;12;01;100993501
1004;401;12;02;100993502
1004;401;12;03;100993503
1004;401;12;04;100993504
1004;401;12;05;100993505
1004;401;12;06;100993506
1004;401;12;07;100993507
1004;401;12;08;100993508
1004;401;12;09;100993509
1004;401;11;00;100994500
1004;401;11;01;100994501
1004;401;11;02;100994502
1004;401;11;03;100994503
1004;401;11;04;100994504
1004;401;11;05;100994505
1004;401;11;06;100994506
1004;401;11;07;100994507
1004;401;11;08;100994508
1004;401;11;09;100994509
1004;401;10;00;100995500
1004;401;10;01;100995501
1004;401;10;02;100995502
1004;401;10;03;100995503
1004;401;10;04;100995504
1004;401;10;05;100995505
1004;401;10;06;100995506
1004;401;10;07;100995507
1004;401;10;08;100995508
1004;401;10;09;100995509
1004;401;09;00;100996500
1004;401;09;01;100996501
1004;401;09;02;100996502
1004;401;09;03;100996503
1004;401;09;04;100996504
1004;401;09;05;100996505
1004;401;09;06;100996506
1004;401;09;07;100996507
1004;401;09;08;100996508
1004;401;09;09;100996509
1004;401;08;00;100997500
1004;401;08;01;100997501
1004;401;08;02;100997502
1004;401;08;03;100997503
1004;401;08;04;100997504
1004;401;08;05;100997505
1004;401;08;06;100997506
1004;401;08;07;100997507
1004;401;08;08;100997508
1004;401;08;09;100997509
1004;401;07;00;100998500
1004;401;07;01;100998501
1004;401;07;02;100998502
1004;401;07;03;100998503
1004;401;07;04;100998504
1004;401;07;05;100998505
1004;401;07;06;100998506
1004;401;07;07;100998507
1004;401;07;08;100998508
1004;401;07;09;100998509
1004;401;06;00;100999500
1004;401;06;01;100999501
1004;401;06;02;100999502
1004;401;06;03;100999503
1004;401;06;04;100999504
1004;401;06;05;100999505
1004;401;06;06;100999506
1004;401;06;07;100999507
1004;401;06;08;100999508
1004;401;06;09;100999509
1004;401;05;00;101000500
1004;401;05;01;101000501
1004;401;05;02;101000502
1004;401;05;03;101000503
1004;401;05;04;101000504
1004;401;05;05;101000505
1004;401;05;06;101000506
1004;401;05;07;101000507
1004;401;05;08;101000508
1004;401;05;09;101000509
1004;401;04;00;101001500
1004;401;04;01;101001501
1004;401;04;02;101001502
1004;401;04;03;101001503
1004;401;04;04;101001504
1004;401;04;05;101001505
1004;401;04;06;101001506
1004;401;04;07;101001507
1004;401;04;08;101001508
1004;401;04;09;101001509
1004;401;03;00;101002500
1004;401;03;01;101002501
1004;401;03;02;101002502
1004;401;03;03;101002503
1004;401;03;04;101002504
1004;401;03;05;101002505
1004;401;03;06;101002506
1004;401;03;07;101002507
1004;401;03;08;101002508
1004;401;03;09;101002509
1004;401;02;00;101003500
1004;401;02;01;101003501
1004;401;02;02;101003502
1004;401;02;03;101003503
1004;401;02;04;101003504
1004;401;02;05;101003505
1004;401;02;06;101003506
1004;401;02;07;101003507
1004;401;02;08;101003508
1004;401;02;09;101003509
1004;401;01;00;101004500
1004;401;01;01;101004501
1004;401;01;02;101004502
1004;401;01;03;101004503
1004;401;01;04;101004504
1004;401;01;05;101004505
1004;401;01;06;101004506
1004;401;01;07;101004507
1004;401;01;08;101004508
1004;401;01;09;101004509
1004;401;00;00;101005500
1004;401;00;01;101005501
1004;401;00;02;101005502
1004;401;00;03;101005503
1004;401;00;04;101005504
1004;401;00;05;101005505
1004;401;00;06;101005506
1004;401;00;07;101005507
1004;401;00;08;101005508
1004;401;00;09;101005509
1004;402;25;00;101982500
1004;402;25;01;101982501
1004;402;25;02;101982502
1004;402;25;03;101982503
1004;402;25;04;101982504
1004;402;25;05;101982505
1004;402;25;06;101982506
1004;402;25;07;101982507
1004;402;25;08;101982508
1004;402;25;09;101982509
1004;402;24;00;101983500
1004;402;24;01;101983501
1004;402;24;02;101983502
1004;402;24;03;101983503
1004;402;24;04;101983504
1004;402;24;05;101983505
1004;402;24;06;101983506
1004;402;24;07;101983507
1004;402;24;08;101983508
1004;402;24;09;101983509
1004;402;23;00;101984500
