categoryIdStibo|parentIdCategoryStibo|name|metatitle|metadescription
cls_de_cc_570600|cls_de_cc_570000|Nüsse & Körner|"Nüsse & Körner bei Globus | Entdeckungstour starten"|Nüsse & Körner ⮞ Viel Auswahl in der Kategorie Backzutaten ✓ Beste Preise ✓ Qualität die man schmeckt ✓ Alles und mehr bei Globus!
cls_de_cc_570700|cls_de_cc_570000|Dessertpulver|"Dessertpulver bei Globus | Mehr erfahren"|Dessertpulver ⮞ Interessante Auswahl in der Kategorie Backzutaten ✓ Beste Preise ✓ Qualität die man schmeckt ✓ Jetzt zu Globus!
cls_de_cc_580000|cls_de_cc_500000|Süßes & Salziges|"Süßigkeiten bei Globus | Schauen Sie vorbei!"|Süßigkeiten ⮞ Große Auswahl in der Kategorie Vorratsschrank ✓ Beste Preise ✓ Alles was das Herz begehrt ✓ Jetzt auf die Globus-Einkaufsliste setzen!
cls_de_cc_581600|cls_de_cc_580000|Chips|"Chips bei Globus | Klicken & entdecken!"|Chips ⮞ Große Auswahl in der Kategorie Süßigkeiten ✓ Top Marken ✓ Garantiert hohe Qualität ✓ Jetzt bei Globus vorbeischauen!
cls_de_cc_581700|cls_de_cc_580000|Flips|"Flips bei Globus | Jetzt stöbern!"|Flips ⮞ Interessante Auswahl in der Kategorie Süßigkeiten ✓ Beste Preise ✓ Qualität die man schmeckt ✓ Jetzt bei Globus vorbeischauen!
cls_de_cc_581800|cls_de_cc_580000|Salz- und Laugengebäck|"Salz- und Laugengebäck bei Globus | Jetzt stöbern!"|Salz- und Laugengebäck ⮞ Umfangreiche Auswahl in der Kategorie Süßigkeiten ✓ Top Marken ✓ Qualität die man schmeckt ✓ Jetzt auf die Globus-Einkaufsliste setzen!
cls_de_cc_581900|cls_de_cc_580000|Nüsse & Früchte|"Nüsse & Früchte bei Globus | Jetzt stöbern!"|Nüsse & Früchte ⮞ Breite Auswahl in der Kategorie Süßigkeiten ✓ Beste Preise ✓ Qualität die man schmeckt ✓ Jetzt auf die Globus-Einkaufsliste setzen!
cls_de_cc_582000|cls_de_cc_580000|Gebäck|"Gebäck bei Globus | Jetzt ansehen"|Gebäck ⮞ Riesige Auswahl in der Kategorie Süßigkeiten ✓ Top Marken ✓ Alles was das Herz begehrt ✓ Jetzt bei Globus vorbeischauen!
cls_de_cc_582100|cls_de_cc_580000|Gebäckmischungen & Waffeln|"Gebäckmischungen & Waffeln bei Globus | Mehr erfahren"|Gebäckmischungen & Waffeln ⮞ Große Auswahl in der Kategorie Süßigkeiten ✓ Top Marken ✓ Alles was das Herz begehrt ✓ Jetzt auf die Globus-Einkaufsliste setzen!
cls_de_cc_582200|cls_de_cc_580000|Genussbonbons & Lutscher|"Genussbonbons & Lutscher bei Globus | Mehr erfahren"|Genussbonbons & Lutscher ⮞ Breite Auswahl in der Kategorie Süßigkeiten ✓ Top Marken ✓ Alles was das Herz begehrt ✓ Jetzt auf die Globus-Einkaufsliste setzen!
cls_de_cc_582300|cls_de_cc_580000|Wirkbonbons|"Wirkbonbons bei Globus | Zu unserem Sortiment"|Wirkbonbons ⮞ Breite Auswahl in der Kategorie Süßigkeiten ✓ Top Marken ✓ Garantiert hohe Qualität ✓ Jetzt bei Globus vorbeischauen!
cls_de_cc_582400|cls_de_cc_580000|Kaugummi|"Kaugummi bei Globus | Jetzt stöbern!"|Kaugummi ⮞ Umfangreiche Auswahl in der Kategorie Süßigkeiten ✓ Top Marken ✓ Alles was das Herz begehrt ✓ Jetzt zu Globus!
cls_de_cc_582500|cls_de_cc_580000|Fruchtgummi & Lakritz|"Fruchtgummi & Lakritz bei Globus | Alle Angebote zeigen"|Fruchtgummi & Lakritz ⮞ Große Auswahl in der Kategorie Süßigkeiten ✓ Top Marken ✓ Garantiert hohe Qualität ✓ Alles und mehr bei Globus!
cls_de_cc_582600|cls_de_cc_580000|Kinderartikel|"Kinderartikel bei Globus | Jetzt ansehen"|Kinderartikel ⮞ Umfangreiche Auswahl in der Kategorie Süßigkeiten ✓ Top Marken ✓ Garantiert hohe Qualität ✓ Jetzt bei Globus vorbeischauen!
cls_de_cc_582700|cls_de_cc_580000|Gelee|"Gelee bei Globus | Klicken & entdecken!"|Gelee ⮞ Große Auswahl in der Kategorie Süßigkeiten ✓ Beste Preise ✓ Garantiert hohe Qualität ✓ Jetzt bei Globus vorbeischauen!
cls_de_cc_582800|cls_de_cc_580000|Schokoknabber|"Schokoknabber bei Globus | Alle Produkte ansehen"|Schokoknabber ⮞ Riesige Auswahl in der Kategorie Süßigkeiten ✓ Top Marken ✓ Qualität die man schmeckt ✓ Jetzt bei Globus vorbeischauen!
cls_de_cc_582900|cls_de_cc_580000|Schaumgebäck|"Schaumgebäck bei Globus | Schauen Sie vorbei!"|Schaumgebäck ⮞ Breite Auswahl in der Kategorie Süßigkeiten ✓ Beste Preise ✓ Alles was das Herz begehrt ✓ Alles und mehr bei Globus!
cls_de_cc_583000|cls_de_cc_580000|Schokolade|"Schokolade bei Globus | Zu unserem Sortiment"|Schokolade ⮞ Große Auswahl in der Kategorie Süßigkeiten ✓ Top Marken ✓ Garantiert hohe Qualität ✓ Jetzt zu Globus!
cls_de_cc_583100|cls_de_cc_580000|Schokoriegel|"Schokoriegel bei Globus | Klicken & entdecken!"|Schokoriegel ⮞ Breite Auswahl in der Kategorie Süßigkeiten ✓ Beste Preise ✓ Garantiert hohe Qualität ✓ Jetzt Globus erleben!
cls_de_cc_583200|cls_de_cc_580000|Pralinen|"Pralinen bei Globus | Suchen und Finden"|Pralinen ⮞ Interessante Auswahl in der Kategorie Süßigkeiten ✓ Top Marken ✓ Garantiert hohe Qualität ✓ Jetzt Globus erleben!
cls_de_cc_583300|cls_de_cc_580000|Weihnachten|"Weihnachten bei Globus | Suchen und Finden"|Weihnachten ⮞ Große Auswahl in der Kategorie Süßigkeiten ✓ Beste Preise ✓ Garantiert hohe Qualität ✓ Jetzt bei Globus vorbeischauen!
cls_de_cc_583400|cls_de_cc_580000|Osterartikel|"Osterartikel bei Globus | Schauen Sie vorbei!"|Osterartikel ⮞ Viel Auswahl in der Kategorie Süßigkeiten ✓ Beste Preise ✓ Alles was das Herz begehrt ✓ Jetzt Globus erleben!
cls_de_cc_583500|cls_de_cc_580000|Saisonartikel|"Saisonartikel bei Globus | Klicken & entdecken!"|Saisonartikel ⮞ Große Auswahl in der Kategorie Süßigkeiten ✓ Top Marken ✓ Garantiert hohe Qualität ✓ Jetzt bei Globus vorbeischauen!
cls_de_cc_590000|cls_de_cc_500000|Kaffee|"Kaffee bei Globus | Entdeckungstour starten"|Kaffee ⮞ Große Auswahl in der Kategorie Vorratsschrank ✓ Beste Preise ✓ Qualität die man schmeckt ✓ Jetzt bei Globus vorbeischauen!
cls_de_cc_590100|cls_de_cc_590000|Bohnenkaffee & Espresso|"Bohnenkaffee & Espresso bei Globus | Zu unserem Sortiment"|Bohnenkaffee & Espresso ⮞ Breite Auswahl in der Kategorie Kaffee ✓ Top Marken ✓ Garantiert hohe Qualität ✓ Jetzt Globus erleben!
cls_de_cc_590200|cls_de_cc_590000|Kaffeekapseln|"Kaffeekapseln bei Globus | Klicken & entdecken!"|Kaffeekapseln ⮞ Umfangreiche Auswahl in der Kategorie Kaffee ✓ Top Marken ✓ Alles was das Herz begehrt ✓ Alles und mehr bei Globus!
cls_de_cc_590300|cls_de_cc_590000|Kaffeepads|"Kaffeepads bei Globus | Alle Produkte ansehen"|Kaffeepads ⮞ Breite Auswahl in der Kategorie Kaffee ✓ Beste Preise ✓ Garantiert hohe Qualität ✓ Jetzt bei Globus vorbeischauen!
cls_de_cc_590400|cls_de_cc_590000|Kaffeesahne & -milch|"Kaffeesahne & -milch bei Globus | Suchen und Finden"|Kaffeesahne & -milch ⮞ Große Auswahl in der Kategorie Kaffee ✓ Beste Preise ✓ Alles was das Herz begehrt ✓ Alles und mehr bei Globus!
cls_de_cc_590500|cls_de_cc_590000|Instantkaffee|"Instantkaffee bei Globus | Jetzt ansehen"|Instantkaffee ⮞ Viel Auswahl in der Kategorie Kaffee ✓ Beste Preise ✓ Alles was das Herz begehrt ✓ Jetzt Globus erleben!
cls_de_cc_590600|cls_de_cc_590000|Filtertüten|"Filtertüten bei Globus | Jetzt stöbern!"|Filtertüten ⮞ Riesige Auswahl in der Kategorie Kaffee ✓ Top Marken ✓ Alles was das Herz begehrt ✓ Alles und mehr bei Globus!
cls_de_cc_590700|cls_de_cc_590000|Kaffeeersatz|"Kaffeeersatz bei Globus | Alle Produkte ansehen"|Kaffeeersatz ⮞ Große Auswahl in der Kategorie Kaffee ✓ Beste Preise ✓ Qualität die man schmeckt ✓ Jetzt auf die Globus-Einkaufsliste setzen!
cls_de_cc_590800|cls_de_cc_590000|Malzkaffee|"Malzkaffee bei Globus | Zu unserem Sortiment"|Malzkaffee ⮞ Große Auswahl in der Kategorie Kaffee ✓ Top Marken ✓ Qualität die man schmeckt ✓ Jetzt auf die Globus-Einkaufsliste setzen!
cls_de_cc_5A0000|cls_de_cc_500000|Tee|"Tee bei Globus | Alle Produkte ansehen"|Tee ⮞ Viel Auswahl in der Kategorie Vorratsschrank ✓ Top Marken ✓ Alles was das Herz begehrt ✓ Jetzt bei Globus vorbeischauen!
cls_de_cc_5A0100|cls_de_cc_5A0000|Schwarzer Tee|"Schwarzer Tee bei Globus | Jetzt stöbern!"|Schwarzer Tee ⮞ Große Auswahl in der Kategorie Tee ✓ Beste Preise ✓ Qualität die man schmeckt ✓ Jetzt auf die Globus-Einkaufsliste setzen!
cls_de_cc_5A0200|cls_de_cc_5A0000|Grüner Tee|"Grüner Tee bei Globus | Schauen Sie vorbei!"|Grüner Tee ⮞ Viel Auswahl in der Kategorie Tee ✓ Beste Preise ✓ Alles was das Herz begehrt ✓ Jetzt auf die Globus-Einkaufsliste setzen!
cls_de_cc_5A0300|cls_de_cc_5A0000|Rooibostee|"Rooibostee bei Globus | Alle Angebote zeigen"|Rooibostee ⮞ Große Auswahl in der Kategorie Tee ✓ Beste Preise ✓ Qualität die man schmeckt ✓ Jetzt zu Globus!
cls_de_cc_5A0400|cls_de_cc_5A0000|Früchtetee|"Früchtetee bei Globus | Zu unserem Sortiment"|Früchtetee ⮞ Große Auswahl in der Kategorie Tee ✓ Beste Preise ✓ Alles was das Herz begehrt ✓ Jetzt auf die Globus-Einkaufsliste setzen!
cls_de_cc_5A0500|cls_de_cc_5A0000|Kräutertee|"Kräutertee bei Globus | Entdeckungstour starten"|Kräutertee ⮞ Interessante Auswahl in der Kategorie Tee ✓ Top Marken ✓ Alles was das Herz begehrt ✓ Jetzt zu Globus!
cls_de_cc_5A0600|cls_de_cc_5A0000|Instanttee|"Instanttee bei Globus | Alle Angebote zeigen"|Instanttee ⮞ Viel Auswahl in der Kategorie Tee ✓ Top Marken ✓ Alles was das Herz begehrt ✓ Alles und mehr bei Globus!
cls_de_cc_5A0700|cls_de_cc_5A0000|Chai Tee|"Chai Tee bei Globus | Jetzt ansehen"|Chai Tee ⮞ Breite Auswahl in der Kategorie Tee ✓ Top Marken ✓ Garantiert hohe Qualität ✓ Jetzt bei Globus vorbeischauen!
cls_de_cc_5A0800|cls_de_cc_5A0000|Mate Tee|"Mate Tee bei Globus | Schauen Sie vorbei!"|Mate Tee ⮞ Große Auswahl in der Kategorie Tee ✓ Top Marken ✓ Garantiert hohe Qualität ✓ Jetzt auf die Globus-Einkaufsliste setzen!
cls_de_cc_5A0900|cls_de_cc_5A0000|Matcha Tee|"Matcha Tee bei Globus | Alle Produkte ansehen"|Matcha Tee ⮞ Große Auswahl in der Kategorie Tee ✓ Beste Preise ✓ Alles was das Herz begehrt ✓ Jetzt auf die Globus-Einkaufsliste setzen!
cls_de_cc_5A1000|cls_de_cc_5A0000|Weißer Tee|"Weißer Tee bei Globus | Entdeckungstour starten"|Weißer Tee ⮞ Große Auswahl in der Kategorie Tee ✓ Top Marken ✓ Qualität die man schmeckt ✓ Jetzt bei Globus vorbeischauen!
cls_de_cc_5A1100|cls_de_cc_5A0000|Teekapseln|"Teekapseln bei Globus | Schauen Sie vorbei!"|Teekapseln ⮞ Umfangreiche Auswahl in der Kategorie Tee ✓ Beste Preise ✓ Qualität die man schmeckt ✓ Jetzt auf die Globus-Einkaufsliste setzen!
cls_de_cc_5A1200|cls_de_cc_5A0000|Heil- & sonstiger Tee|"Heil- & sonstiger Tee bei Globus | Zu unserem Sortiment"|Heil- & sonstiger Tee ⮞ Riesige Auswahl in der Kategorie Tee ✓ Top Marken ✓ Qualität die man schmeckt ✓ Jetzt Globus erleben!
cls_de_cc_5B0000|cls_de_cc_500000|Kakao & Mischgetränke|"Kakao & Mischgetränke bei Globus | Zu unserem Sortiment"|Kakao & Mischgetränke ⮞ Viel Auswahl in der Kategorie Vorratsschrank ✓ Top Marken ✓ Qualität die man schmeckt ✓ Jetzt Globus erleben!
cls_de_cc_5B0100|cls_de_cc_5B0000|Kakaopulver|"Kakaopulver bei Globus | Klicken & entdecken!"|Kakaopulver ⮞ Große Auswahl in der Kategorie Kakao & Mischgetränke ✓ Top Marken ✓ Garantiert hohe Qualität ✓ Alles und mehr bei Globus!
cls_de_cc_5B0200|cls_de_cc_5B0000|Pads & Kapseln|"Pads & Kapseln bei Globus | Mehr erfahren"|Pads & Kapseln ⮞ Große Auswahl in der Kategorie Kakao & Mischgetränke ✓ Top Marken ✓ Garantiert hohe Qualität ✓ Jetzt Globus erleben!
cls_de_cc_5B0300|cls_de_cc_5B0000|Smoothiepulver|"Smoothiepulver bei Globus | Alle Angebote zeigen"|Smoothiepulver ⮞ Umfangreiche Auswahl in der Kategorie Kakao & Mischgetränke ✓ Beste Preise ✓ Alles was das Herz begehrt ✓ Alles und mehr bei Globus!
cls_de_cc_5B0400|cls_de_cc_5B0000|Getränkpulver|"Getränkpulver bei Globus | Alle Angebote zeigen"|Getränkpulver ⮞ Viel Auswahl in der Kategorie Kakao & Mischgetränke ✓ Top Marken ✓ Alles was das Herz begehrt ✓ Jetzt bei Globus vorbeischauen!
cls_de_cc_5C0000|cls_de_cc_500000|Brot & Backwaren|"Brot & Backwaren bei Globus | Alle Produkte ansehen"|Brot & Backwaren ⮞ Breite Auswahl in der Kategorie Vorratsschrank ✓ Beste Preise ✓ Alles was das Herz begehrt ✓ Alles und mehr bei Globus!
cls_de_cc_5C0100|cls_de_cc_5C0000|Brot & Brötchen|"Brot & Brötchen bei Globus | Schauen Sie vorbei!"|Brot & Brötchen ⮞ Breite Auswahl in der Kategorie Brot & Backwaren ✓ Top Marken ✓ Garantiert hohe Qualität ✓ Jetzt Globus erleben!
cls_de_cc_5C0200|cls_de_cc_5C0000|Backwaren|"Backwaren bei Globus | Mehr erfahren"|Backwaren ⮞ Große Auswahl in der Kategorie Brot & Backwaren ✓ Beste Preise ✓ Alles was das Herz begehrt ✓ Jetzt auf die Globus-Einkaufsliste setzen!
cls_de_cc_5C0300|cls_de_cc_5C0000|Knäckebrot, Brotchips & Zwieback|"Knäckebrot & Zwieback bei Globus | Suchen und Finden"|Knäckebrot & Zwieback ⮞ Große Auswahl in der Kategorie Brot & Backwaren ✓ Beste Preise ✓ Qualität die man schmeckt ✓ Jetzt Globus erleben!
cls_de_cc_5C0400|cls_de_cc_5C0000|Frisch gebacken|"Frisch gebacken bei Globus | Suchen und Finden"|Frisch gebacken ⮞ Umfangreiche Auswahl in der Kategorie Brot & Backwaren ✓ Beste Preise ✓ Qualität die man schmeckt ✓ Jetzt bei Globus vorbeischauen!
cls_de_cc_5C0500|cls_de_cc_5C0000|Glutenfrei|"Glutenfrei  bei Globus | Klicken & entdecken!"|Glutenfrei  ⮞ Große Auswahl in der Kategorie Brot & Backwaren ✓ Beste Preise ✓ Garantiert hohe Qualität ✓ Jetzt bei Globus vorbeischauen!
cls_de_cc_5D0000|cls_de_cc_500000|Spezielle Ernährung|"Spezielle Ernährung bei Globus | Schauen Sie vorbei!"|Spezielle Ernährung ⮞ Umfangreiche Auswahl in der Kategorie Vorratsschrank ✓ Beste Preise ✓ Alles was das Herz begehrt ✓ Jetzt Globus erleben!
cls_de_cc_5D0100|cls_de_cc_5D0000|Abnehmen|"Abnehmen bei Globus | Klicken & entdecken!"|Abnehmen ⮞ Interessante Auswahl in der Kategorie Spezielle Ernährung ✓ Beste Preise ✓ Alles was das Herz begehrt ✓ Jetzt bei Globus vorbeischauen!
cls_de_cc_5D0200|cls_de_cc_5D0000|Fitness|"Fitness bei Globus | Suchen und Finden"|Fitness ⮞ Breite Auswahl in der Kategorie Spezielle Ernährung ✓ Top Marken ✓ Qualität die man schmeckt ✓ Jetzt Globus erleben!
cls_de_cc_5D0300|cls_de_cc_5D0000|Naturkost|"Naturkost bei Globus | Zu unserem Sortiment"|Naturkost ⮞ Umfangreiche Auswahl in der Kategorie Spezielle Ernährung ✓ Top Marken ✓ Alles was das Herz begehrt ✓ Jetzt zu Globus!
cls_de_cc_5E0000|cls_de_cc_500000|Internationales Regal|"Internationales Regal bei Globus | Schauen Sie vorbei!"|Internationales Regal ⮞ Große Auswahl in der Kategorie Vorratsschrank ✓ Top Marken ✓ Alles was das Herz begehrt ✓ Jetzt Globus erleben!
cls_de_cc_5E0100|cls_de_cc_5E0000|China|"China bei Globus | Entdeckungstour starten"|China ⮞ Große Auswahl in der Kategorie Internationales Regal ✓ Beste Preise ✓ Qualität die man schmeckt ✓ Alles und mehr bei Globus!
cls_de_cc_5E0200|cls_de_cc_5E0000|Südkorea|"Südkorea bei Globus | Jetzt ansehen"|Südkorea ⮞ Große Auswahl in der Kategorie Internationales Regal ✓ Beste Preise ✓ Garantiert hohe Qualität ✓ Jetzt auf die Globus-Einkaufsliste setzen!
cls_de_cc_5E0300|cls_de_cc_5E0000|Japan|"Japan bei Globus | Klicken & entdecken!"|Japan ⮞ Große Auswahl in der Kategorie Internationales Regal ✓ Top Marken ✓ Alles was das Herz begehrt ✓ Jetzt auf die Globus-Einkaufsliste setzen!
cls_de_cc_5E0400|cls_de_cc_5E0000|Thailand|"Thailand bei Globus | Mehr erfahren"|Thailand ⮞ Umfangreiche Auswahl in der Kategorie Internationales Regal ✓ Top Marken ✓ Garantiert hohe Qualität ✓ Jetzt Globus erleben!
cls_de_cc_5E0500|cls_de_cc_5E0000|Indien|"Indien bei Globus | Zu unserem Sortiment"|Indien ⮞ Große Auswahl in der Kategorie Internationales Regal ✓ Beste Preise ✓ Garantiert hohe Qualität ✓ Jetzt zu Globus!
cls_de_cc_5E0600|cls_de_cc_5E0000|Indonesien|"Indonesien bei Globus | Jetzt ansehen"|Indonesien ⮞ Große Auswahl in der Kategorie Internationales Regal ✓ Beste Preise ✓ Garantiert hohe Qualität ✓ Jetzt zu Globus!
cls_de_cc_5E0700|cls_de_cc_5E0000|Russland|"Russland bei Globus | Jetzt ansehen"|Russland ⮞ Viel Auswahl in der Kategorie Internationales Regal ✓ Top Marken ✓ Garantiert hohe Qualität ✓ Alles und mehr bei Globus!
cls_de_cc_5E0800|cls_de_cc_5E0000|Rumänien|"Rumänien bei Globus | Klicken & entdecken!"|Rumänien ⮞ Breite Auswahl in der Kategorie Internationales Regal ✓ Top Marken ✓ Qualität die man schmeckt ✓ Alles und mehr bei Globus!
cls_de_cc_5E0900|cls_de_cc_5E0000|Polen|"Polen bei Globus | Jetzt ansehen"|Polen ⮞ Interessante Auswahl in der Kategorie Internationales Regal ✓ Top Marken ✓ Qualität die man schmeckt ✓ Jetzt Globus erleben!
cls_de_cc_5E1000|cls_de_cc_5E0000|Kroatien|"Kroatien bei Globus | Schauen Sie vorbei!"|Kroatien ⮞ Interessante Auswahl in der Kategorie Internationales Regal ✓ Top Marken ✓ Qualität die man schmeckt ✓ Jetzt bei Globus vorbeischauen!
cls_de_cc_5E1100|cls_de_cc_5E0000|Türkei|"Türkei bei Globus | Suchen und Finden"|Türkei ⮞ Große Auswahl in der Kategorie Internationales Regal ✓ Beste Preise ✓ Alles was das Herz begehrt ✓ Jetzt zu Globus!
cls_de_cc_5E1200|cls_de_cc_5E0000|Libanon|"Libanon bei Globus | Klicken & entdecken!"|Libanon ⮞ Große Auswahl in der Kategorie Internationales Regal ✓ Beste Preise ✓ Garantiert hohe Qualität ✓ Jetzt Globus erleben!
cls_de_cc_5E1300|cls_de_cc_5E0000|Marokko|"Marokko bei Globus | Alle Produkte ansehen"|Marokko ⮞ Große Auswahl in der Kategorie Internationales Regal ✓ Beste Preise ✓ Garantiert hohe Qualität ✓ Alles und mehr bei Globus!
cls_de_cc_5E1400|cls_de_cc_5E0000|Mexiko|"Mexiko bei Globus | Entdeckungstour starten"|Mexiko ⮞ Riesige Auswahl in der Kategorie Internationales Regal ✓ Beste Preise ✓ Qualität die man schmeckt ✓ Alles und mehr bei Globus!
cls_de_cc_600000|cls_pim_de_cus_class|Getränke|"Getränke & Tabak bei Globus | Große Auswahl entdecken!"|Ob für den Wocheneinkauf oder für eine größere Feier – Wir bei Globus bieten eine umfangreiche Auswahl für Ihren Anlass!
cls_de_cc_610000|cls_de_cc_600000|Säfte|"Säfte bei Globus | Jetzt ansehen"|Säfte ⮞ Große Auswahl in der Kategorie Getränke & Tabak ✓ Alles für Ihre Erfrischung ✓ Rücknahme-Garantie auf ungeöffnete Flaschen ✓ Jetzt Globus erleben!
cls_de_cc_610100|cls_de_cc_610000|Fruchtsäfte & Nektare|"Fruchtsäfte & Nektare bei Globus | Alle Produkte ansehen"|Fruchtsäfte & Nektare ⮞ Viel Auswahl in der Kategorie Säfte ✓ Beste Preise ✓ Rücknahme-Garantie auf ungeöffnete Flaschen ✓ Jetzt zu Globus!
cls_de_cc_610200|cls_de_cc_610000|Schorlen|"Schorlen bei Globus | Alle Angebote zeigen"|Schorlen ⮞ Riesige Auswahl in der Kategorie Säfte ✓ Alles für Ihre Erfrischung ✓ Rücknahme-Garantie auf ungeöffnete Flaschen ✓ Jetzt zu Globus!
cls_de_cc_610300|cls_de_cc_610000|Gemüsesäfte|"Gemüsesäfte bei Globus | Alle Produkte ansehen"|Gemüsesäfte ⮞ Große Auswahl in der Kategorie Säfte ✓ Beste Preise ✓ Rücknahme-Garantie auf ungeöffnete Flaschen ✓ Alles und mehr bei Globus!
cls_de_cc_610400|cls_de_cc_610000|Kühlregal|"Kühlregal bei Globus | Entdeckungstour starten"|Kühlregal ⮞ Große Auswahl in der Kategorie Säfte ✓ Beste Preise ✓ Rücknahme-Garantie auf ungeöffnete Flaschen ✓ Jetzt auf die Globus-Einkaufsliste setzen!
cls_de_cc_620000|cls_de_cc_600000|Soft Drinks|"Soft Drinks bei Globus | Schauen Sie vorbei!"|Soft Drinks ⮞ Viel Auswahl in der Kategorie Getränke & Tabak ✓ Alles für Ihre Erfrischung ✓ Rücknahme-Garantie auf ungeöffnete Flaschen ✓ Jetzt zu Globus!
cls_de_cc_620100|cls_de_cc_620000|Cola & Limonaden|"Cola & Limonaden bei Globus | Suchen und Finden"|Cola & Limonaden ⮞ Breite Auswahl in der Kategorie Soft Drinks ✓ Alles für Ihre Erfrischung ✓ Rücknahme-Garantie auf ungeöffnete Flaschen ✓ Jetzt zu Globus!
cls_de_cc_620200|cls_de_cc_620000|Eistee|"Eistee bei Globus | Schauen Sie vorbei!"|Eistee ⮞ Interessante Auswahl in der Kategorie Soft Drinks ✓ Alles für Ihre Erfrischung ✓ Rücknahme-Garantie auf ungeöffnete Flaschen ✓ Jetzt zu Globus!
cls_de_cc_620300|cls_de_cc_620000|Energy- & Sportgetränke|"Energy- & Sportgetränke bei Globus | Alle Produkte ansehen"|Energy- & Sportgetränke ⮞ Große Auswahl in der Kategorie Soft Drinks ✓ Alles für Ihre Erfrischung ✓ Beste Preise ✓ Jetzt auf die Globus-Einkaufsliste setzen!
cls_de_cc_620400|cls_de_cc_620000|Sirup|"Sirup bei Globus | Schauen Sie vorbei!"|Sirup ⮞ Große Auswahl in der Kategorie Soft Drinks ✓ Beste Preise ✓ Rücknahme-Garantie auf ungeöffnete Flaschen ✓ Jetzt auf die Globus-Einkaufsliste setzen!
cls_de_cc_620500|cls_de_cc_620000|Wellnessgetränke|"Wellnessgetränke bei Globus | Zu unserem Sortiment"|Wellnessgetränke ⮞ Große Auswahl in der Kategorie Soft Drinks ✓ Alles für Ihre Erfrischung ✓ Rücknahme-Garantie auf ungeöffnete Flaschen ✓ Jetzt Globus erleben!
cls_de_cc_630000|cls_de_cc_600000|Wasser|"Wasser bei Globus | Schauen Sie vorbei!"|Wasser ⮞ Breite Auswahl in der Kategorie Getränke & Tabak ✓ Alles für Ihre Erfrischung ✓ Rücknahme-Garantie auf ungeöffnete Flaschen ✓ Jetzt zu Globus!
cls_de_cc_630100|cls_de_cc_630000|Mineralwasser|"Mineralwasser bei Globus | Entdeckungstour starten"|Mineralwasser ⮞ Interessante Auswahl in der Kategorie Wasser ✓ Beste Preise ✓ Rücknahme-Garantie auf ungeöffnete Flaschen ✓ Jetzt Globus erleben!
cls_de_cc_630200|cls_de_cc_630000|Wasser mit Geschmack|"Wasser mit Geschmack bei Globus | Schauen Sie vorbei!"|Wasser mit Geschmack ⮞ Große Auswahl in der Kategorie Wasser ✓ Alles für Ihre Erfrischung ✓ Rücknahme-Garantie auf ungeöffnete Flaschen ✓ Jetzt zu Globus!
cls_de_cc_630300|cls_de_cc_630000|Heilwasser|"Heilwasser bei Globus | Schauen Sie vorbei!"|Heilwasser ⮞ Viel Auswahl in der Kategorie Wasser ✓ Alles für Ihre Erfrischung ✓ Rücknahme-Garantie auf ungeöffnete Flaschen ✓ Jetzt bei Globus vorbeischauen!
cls_de_cc_640000|cls_de_cc_600000|Bier & -mischgetränke|"Bier & -mischgetränke bei Globus | Jetzt stöbern!"|Bier & -mischgetränke ⮞ Breite Auswahl in der Kategorie Getränke & Tabak ✓ Beste Preise ✓ Rücknahme-Garantie auf ungeöffnete Flaschen ✓ Jetzt zu Globus!
cls_de_cc_640100|cls_de_cc_640000|Bier|"Bier bei Globus | Alle Produkte ansehen"|Bier ⮞ Viel Auswahl in der Kategorie Bier & -mischgetränke ✓ Beste Preise ✓ Rücknahme-Garantie auf ungeöffnete Flaschen ✓ Jetzt zu Globus!
cls_de_cc_640200|cls_de_cc_640000|Biermischgetränke|"Biermischgetränke bei Globus | Entdeckungstour starten"|Biermischgetränke ⮞ Große Auswahl in der Kategorie Bier & -mischgetränke ✓ Alles für Ihre Erfrischung ✓ Beste Preise ✓ Jetzt Globus erleben!
cls_de_cc_640300|cls_de_cc_640000|Craft Beer|"Craft Beer bei Globus | Entdeckungstour starten"|Craft Beer ⮞ Große Auswahl in der Kategorie Bier & -mischgetränke ✓ Beste Preise ✓ Rücknahme-Garantie auf ungeöffnete Flaschen ✓ Jetzt zu Globus!
cls_de_cc_650000|cls_de_cc_600000|Wein|"Wein bei Globus | Jetzt ansehen"|Wein ⮞ Große Auswahl in der Kategorie Getränke & Tabak ✓ Beste Preise ✓ Alles was das Herz begehrt ✓ Jetzt Globus erleben!
cls_de_cc_650100|cls_de_cc_650000|Weißwein|"Weißwein bei Globus | Alle Produkte ansehen"|Weißwein ⮞ Große Auswahl in der Kategorie Wein ✓ Beste Preise ✓ Beste Qualität ✓ Jetzt auf die Globus-Einkaufsliste setzen!
cls_de_cc_650200|cls_de_cc_650000|Rotwein|"Rotwein bei Globus | Entdeckungstour starten"|Rotwein ⮞ Große Auswahl in der Kategorie Wein ✓ Beste Preise ✓ Alles was das Herz begehrt ✓ Jetzt auf die Globus-Einkaufsliste setzen!
cls_de_cc_650300|cls_de_cc_650000|Roséwein|"Roséwein bei Globus | Jetzt ansehen"|Roséwein ⮞ Große Auswahl in der Kategorie Wein ✓ Beste Preise ✓ Beste Qualität ✓ Jetzt bei Globus vorbeischauen!
