StoreID;Regal;Regalmeter;Ebene;Reihenfolge
1031;126;25;0;100984500
1031;126;25;1;100984501
1031;126;25;2;100984502
1031;126;25;3;100984503
1031;126;25;4;100984504
1031;126;25;5;100984505
1031;126;25;6;100984506
1031;126;25;7;100984507
1031;126;25;8;100984508
1031;126;25;9;100984509
1031;126;24;0;100985500
1031;126;24;1;100985501
1031;126;24;2;100985502
1031;126;24;3;100985503
1031;126;24;4;100985504
1031;126;24;5;100985505
1031;126;24;6;100985506
1031;126;24;7;100985507
1031;126;24;8;100985508
1031;126;24;9;100985509
1031;126;23;0;100986500
1031;126;23;1;100986501
1031;126;23;2;100986502
1031;126;23;3;100986503
1031;126;23;4;100986504
1031;126;23;5;100986505
1031;126;23;6;100986506
1031;126;23;7;100986507
1031;126;23;8;100986508
1031;126;23;9;100986509
1031;126;22;0;100987500
1031;126;22;1;100987501
1031;126;22;2;100987502
1031;126;22;3;100987503
1031;126;22;4;100987504
1031;126;22;5;100987505
1031;126;22;6;100987506
1031;126;22;7;100987507
1031;126;22;8;100987508
1031;126;22;9;100987509
1031;126;21;0;100988500
1031;126;21;1;100988501
1031;126;21;2;100988502
1031;126;21;3;100988503
1031;126;21;4;100988504
1031;126;21;5;100988505
1031;126;21;6;100988506
1031;126;21;7;100988507
1031;126;21;8;100988508
1031;126;21;9;100988509
1031;126;20;0;100989500
1031;126;20;1;100989501
1031;126;20;2;100989502
1031;126;20;3;100989503
1031;126;20;4;100989504
1031;126;20;5;100989505
1031;126;20;6;100989506
1031;126;20;7;100989507
1031;126;20;8;100989508
1031;126;20;9;100989509
1031;126;19;0;100990500
1031;126;19;1;100990501
1031;126;19;2;100990502
1031;126;19;3;100990503
1031;126;19;4;100990504
1031;126;19;5;100990505
1031;126;19;6;100990506
1031;126;19;7;100990507
1031;126;19;8;100990508
1031;126;19;9;100990509
1031;126;18;0;100991500
1031;126;18;1;100991501
1031;126;18;2;100991502
1031;126;18;3;100991503
1031;126;18;4;100991504
1031;126;18;5;100991505
1031;126;18;6;100991506
1031;126;18;7;100991507
1031;126;18;8;100991508
1031;126;18;9;100991509
1031;126;17;0;100992500
1031;126;17;1;100992501
1031;126;17;2;100992502
1031;126;17;3;100992503
1031;126;17;4;100992504
1031;126;17;5;100992505
1031;126;17;6;100992506
1031;126;17;7;100992507
1031;126;17;8;100992508
1031;126;17;9;100992509
1031;126;16;0;100993500
1031;126;16;1;100993501
1031;126;16;2;100993502
1031;126;16;3;100993503
1031;126;16;4;100993504
1031;126;16;5;100993505
1031;126;16;6;100993506
1031;126;16;7;100993507
1031;126;16;8;100993508
1031;126;16;9;100993509
1031;126;15;0;100994500
1031;126;15;1;100994501
1031;126;15;2;100994502
1031;126;15;3;100994503
1031;126;15;4;100994504
1031;126;15;5;100994505
1031;126;15;6;100994506
1031;126;15;7;100994507
1031;126;15;8;100994508
1031;126;15;9;100994509
1031;126;14;0;100995500
1031;126;14;1;100995501
1031;126;14;2;100995502
1031;126;14;3;100995503
1031;126;14;4;100995504
1031;126;14;5;100995505
1031;126;14;6;100995506
1031;126;14;7;100995507
1031;126;14;8;100995508
1031;126;14;9;100995509
1031;126;13;0;100996500
1031;126;13;1;100996501
1031;126;13;2;100996502
1031;126;13;3;100996503
1031;126;13;4;100996504
1031;126;13;5;100996505
1031;126;13;6;100996506
1031;126;13;7;100996507
1031;126;13;8;100996508
1031;126;13;9;100996509
1031;126;12;0;100997500
1031;126;12;1;100997501
1031;126;12;2;100997502
1031;126;12;3;100997503
1031;126;12;4;100997504
1031;126;12;5;100997505
1031;126;12;6;100997506
1031;126;12;7;100997507
1031;126;12;8;100997508
1031;126;12;9;100997509
1031;126;11;0;100998500
1031;126;11;1;100998501
1031;126;11;2;100998502
1031;126;11;3;100998503
1031;126;11;4;100998504
1031;126;11;5;100998505
1031;126;11;6;100998506
1031;126;11;7;100998507
1031;126;11;8;100998508
1031;126;11;9;100998509
1031;126;10;0;100999500
1031;126;10;1;100999501
1031;126;10;2;100999502
1031;126;10;3;100999503
1031;126;10;4;100999504
1031;126;10;5;100999505
1031;126;10;6;100999506
1031;126;10;7;100999507
1031;126;10;8;100999508
1031;126;10;9;100999509
1031;127;0;0;101000000
1031;127;0;1;101000001
1031;127;0;2;101000002
1031;127;0;3;101000003
1031;127;0;4;101000004
1031;127;0;5;101000005
1031;127;0;6;101000006
1031;127;0;7;101000007
1031;127;0;8;101000008
1031;127;0;9;101000009
1031;126;9;0;101000500
1031;126;9;1;101000501
1031;126;9;2;101000502
1031;126;9;3;101000503
1031;126;9;4;101000504
1031;126;9;5;101000505
1031;126;9;6;101000506
1031;126;9;7;101000507
1031;126;9;8;101000508
1031;126;9;9;101000509
1031;127;1;0;101001000
1031;127;1;1;101001001
1031;127;1;2;101001002
1031;127;1;3;101001003
1031;127;1;4;101001004
1031;127;1;5;101001005
1031;127;1;6;101001006
1031;127;1;7;101001007
1031;127;1;8;101001008
1031;127;1;9;101001009
1031;126;8;0;101001500
1031;126;8;1;101001501
1031;126;8;2;101001502
1031;126;8;3;101001503
1031;126;8;4;101001504
1031;126;8;5;101001505
1031;126;8;6;101001506
1031;126;8;7;101001507
1031;126;8;8;101001508
1031;126;8;9;101001509
1031;127;2;0;101002000
1031;127;2;1;101002001
1031;127;2;2;101002002
1031;127;2;3;101002003
1031;127;2;4;101002004
1031;127;2;5;101002005
1031;127;2;6;101002006
1031;127;2;7;101002007
1031;127;2;8;101002008
1031;127;2;9;101002009
1031;126;7;0;101002500
1031;126;7;1;101002501
1031;126;7;2;101002502
1031;126;7;3;101002503
1031;126;7;4;101002504
1031;126;7;5;101002505
1031;126;7;6;101002506
1031;126;7;7;101002507
1031;126;7;8;101002508
1031;126;7;9;101002509
1031;127;3;0;101003000
1031;127;3;1;101003001
1031;127;3;2;101003002
1031;127;3;3;101003003
1031;127;3;4;101003004
1031;127;3;5;101003005
1031;127;3;6;101003006
1031;127;3;7;101003007
1031;127;3;8;101003008
1031;127;3;9;101003009
1031;126;6;0;101003500
1031;126;6;1;101003501
1031;126;6;2;101003502
1031;126;6;3;101003503
1031;126;6;4;101003504
1031;126;6;5;101003505
1031;126;6;6;101003506
1031;126;6;7;101003507
1031;126;6;8;101003508
1031;126;6;9;101003509
1031;127;4;0;101004000
1031;127;4;1;101004001
1031;127;4;2;101004002
1031;127;4;3;101004003
1031;127;4;4;101004004
1031;127;4;5;101004005
1031;127;4;6;101004006
1031;127;4;7;101004007
1031;127;4;8;101004008
1031;127;4;9;101004009
1031;126;5;0;101004500
1031;126;5;1;101004501
1031;126;5;2;101004502
1031;126;5;3;101004503
1031;126;5;4;101004504
1031;126;5;5;101004505
1031;126;5;6;101004506
1031;126;5;7;101004507
1031;126;5;8;101004508
1031;126;5;9;101004509
1031;127;5;0;101005000
1031;127;5;1;101005001
1031;127;5;2;101005002
1031;127;5;3;101005003
1031;127;5;4;101005004
1031;127;5;5;101005005
1031;127;5;6;101005006
1031;127;5;7;101005007
1031;127;5;8;101005008
1031;127;5;9;101005009
1031;126;4;0;101005500
1031;126;4;1;101005501
1031;126;4;2;101005502
1031;126;4;3;101005503
1031;126;4;4;101005504
1031;126;4;5;101005505
1031;126;4;6;101005506
1031;126;4;7;101005507
1031;126;4;8;101005508
1031;126;4;9;101005509
1031;127;6;0;101006000
1031;127;6;1;101006001
1031;127;6;2;101006002
1031;127;6;3;101006003
1031;127;6;4;101006004
1031;127;6;5;101006005
1031;127;6;6;101006006
1031;127;6;7;101006007
1031;127;6;8;101006008
1031;127;6;9;101006009
1031;126;3;0;101006500
1031;126;3;1;101006501
1031;126;3;2;101006502
1031;126;3;3;101006503
1031;126;3;4;101006504
1031;126;3;5;101006505
1031;126;3;6;101006506
1031;126;3;7;101006507
1031;126;3;8;101006508
1031;126;3;9;101006509
1031;127;7;0;101007000
