Facet;FacetValue;URL
1074;"Poctivá výroba Globus/Uzeniny a lahůdky Globus/Paštiky a masné výrobky/Paštiky a teriny";/cz/poctivá-výroba-globus/uzeniny-a-lahůdky-globus/paštiky-a-masné-výrobky/paštiky-a-teriny
1075;"Poctivá výroba Globus/Uzeniny a lahůdky Globus/Paštiky a masné výrobky/Sádla a škvarky";/cz/poctivá-výroba-globus/uzeniny-a-lahůdky-globus/paštiky-a-masné-výrobky/sádla-a-škvarky
1076;"Poctivá výroba Globus/Uzeniny a lahůdky Globus/Paštiky a masné výrobky/Sekaná";/cz/poctivá-výroba-globus/uzeniny-a-lahůdky-globus/paštiky-a-masné-výrobky/sekaná
1077;"Uzeniny a lahůdky/Lahůdky/Nakládané speciality/Nakládané sýry";/cz/uzeniny-a-lahůdky/lahůdky/nakládané-speciality/nakládané-sýry
1078;"Uzeniny a lahůdky/Lahůdky/Nakládané speciality/Nakládaná lahůdková zelenina";/cz/uzeniny-a-lahůdky/lahůdky/nakládané-speciality/nakládaná-lahůdková-zelenina
1079;"Uzeniny a lahůdky/Lahůdky/Nakládané speciality/Utopenci";/cz/uzeniny-a-lahůdky/lahůdky/nakládané-speciality/utopenci
1080;"Uzeniny a lahůdky/Lahůdky/Nakládané speciality/Nakládané ryby, zavináče, utopenci";/cz/uzeniny-a-lahůdky/lahůdky/nakládané-speciality/nakládané-ryby,-zavináče,-utopenci
1084;"Nápoje/Víno/Růžové víno/Zweigeltrebe";/cz/nápoje/víno/růžové-víno/zweigeltrebe
1085;"Nápoje/Víno/Růžové víno/Frankovka";/cz/nápoje/víno/růžové-víno/frankovka
1086;"Nápoje/Víno/Růžové víno/Merlot";/cz/nápoje/víno/růžové-víno/merlot
1087;"Nápoje/Víno/Růžové víno/Svatovavřinecké";/cz/nápoje/víno/růžové-víno/svatovavřinecké
1088;"Nápoje/Víno/Růžové víno/Cabernet";/cz/nápoje/víno/růžové-víno/cabernet
1089;"Nápoje/Víno/Růžové víno/Ostatní";/cz/nápoje/víno/růžové-víno/ostatní
1275;"Domácnost a zahrada/Kancelář a školní potřeby/Desky a obaly/Na sešity";/cz/domácnost-a-zahrada/kancelář-a-školní-potřeby/desky-a-obaly/na-sešity
1276;"Domácnost a zahrada/Kancelář a školní potřeby/Desky a obaly/Na písmena a číslice";/cz/domácnost-a-zahrada/kancelář-a-školní-potřeby/desky-a-obaly/na-písmena-a-číslice
1277;"Domácnost a zahrada/Kancelář a školní potřeby/Desky a obaly/Univerzální";/cz/domácnost-a-zahrada/kancelář-a-školní-potřeby/desky-a-obaly/univerzální
1278;"Domácnost a zahrada/Kancelář a školní potřeby/Desky a obaly/Ostatní";/cz/domácnost-a-zahrada/kancelář-a-školní-potřeby/desky-a-obaly/ostatní
1100;"Poctivá výroba Globus/Maso Globus/Vepřové/Mleté";/cz/poctivá-výroba-globus/maso-globus/vepřové/mleté
1107;"Nápoje/Víno/Červené víno/Cabernet";/cz/nápoje/víno/červené-víno/cabernet
1108;"Nápoje/Víno/Červené víno/Merlot";/cz/nápoje/víno/červené-víno/merlot
1109;"Nápoje/Víno/Červené víno/Frankovka";/cz/nápoje/víno/červené-víno/frankovka
1110;"Nápoje/Víno/Červené víno/Modrý Portugal";/cz/nápoje/víno/červené-víno/modrý-portugal
1111;"Nápoje/Víno/Červené víno/Rulandské modré";/cz/nápoje/víno/červené-víno/rulandské-modré
1112;"Nápoje/Víno/Červené víno/Svatovavřinecké";/cz/nápoje/víno/červené-víno/svatovavřinecké
1113;"Nápoje/Víno/Červené víno/Zweigeltrebe";/cz/nápoje/víno/červené-víno/zweigeltrebe
1114;"Nápoje/Víno/Červené víno/Dornfelder";/cz/nápoje/víno/červené-víno/dornfelder
1115;"Nápoje/Víno/Červené víno/Cuvée";/cz/nápoje/víno/červené-víno/cuvée
1116;"Nápoje/Víno/Červené víno/Syrah";/cz/nápoje/víno/červené-víno/syrah
1117;"Nápoje/Víno/Červené víno/Valpolicella";/cz/nápoje/víno/červené-víno/valpolicella
1118;"Nápoje/Víno/Červené víno/Ostatní";/cz/nápoje/víno/červené-víno/ostatní
1119;"Nápoje/Víno/Červené víno/Bag in Box";/cz/nápoje/víno/červené-víno/bag-in-box
1120;"Trvanlivé potraviny/Přílohy - rýže, těstoviny, luštěniny/Rýže/Jasmínová";/cz/trvanlivé-potraviny/přílohy---rýže,-těstoviny,-luštěniny/rýže/jasmínová
1121;"Trvanlivé potraviny/Přílohy - rýže, těstoviny, luštěniny/Rýže/Basmati";/cz/trvanlivé-potraviny/přílohy---rýže,-těstoviny,-luštěniny/rýže/basmati
1122;"Trvanlivé potraviny/Přílohy - rýže, těstoviny, luštěniny/Rýže/Arborio";/cz/trvanlivé-potraviny/přílohy---rýže,-těstoviny,-luštěniny/rýže/arborio
1123;"Trvanlivé potraviny/Přílohy - rýže, těstoviny, luštěniny/Rýže/Dlouhozrnná";/cz/trvanlivé-potraviny/přílohy---rýže,-těstoviny,-luštěniny/rýže/dlouhozrnná
1124;"Trvanlivé potraviny/Přílohy - rýže, těstoviny, luštěniny/Rýže/Kulatozrnná";/cz/trvanlivé-potraviny/přílohy---rýže,-těstoviny,-luštěniny/rýže/kulatozrnná
1126;"Trvanlivé potraviny/Přílohy - rýže, těstoviny, luštěniny/Rýže/Parboiled";/cz/trvanlivé-potraviny/přílohy---rýže,-těstoviny,-luštěniny/rýže/parboiled
1127;"Trvanlivé potraviny/Přílohy - rýže, těstoviny, luštěniny/Rýže/Ostatní";/cz/trvanlivé-potraviny/přílohy---rýže,-těstoviny,-luštěniny/rýže/ostatní
1128;"Trvanlivé potraviny/Přílohy - rýže, těstoviny, luštěniny/Rýže/Varné sáčky";/cz/trvanlivé-potraviny/přílohy---rýže,-těstoviny,-luštěniny/rýže/varné-sáčky
1129;"Uzeniny a lahůdky/Lahůdky/Saláty a pomazánky/Pultové saláty a pomazánky";/cz/uzeniny-a-lahůdky/lahůdky/saláty-a-pomazánky/pultové-saláty-a-pomazánky
1130;"Uzeniny a lahůdky/Lahůdky/Saláty a pomazánky/Rybí pomazánky a saláty";/cz/uzeniny-a-lahůdky/lahůdky/saláty-a-pomazánky/rybí-pomazánky-a-saláty
1131;"Uzeniny a lahůdky/Lahůdky/Saláty a pomazánky/Tvarohové a sýrové pomazánky";/cz/uzeniny-a-lahůdky/lahůdky/saláty-a-pomazánky/tvarohové-a-sýrové-pomazánky
1132;"Uzeniny a lahůdky/Lahůdky/Saláty a pomazánky/Zeleninové, lahůdkové saláty a pomazánky";/cz/uzeniny-a-lahůdky/lahůdky/saláty-a-pomazánky/zeleninové,-lahůdkové-saláty-a-pomazánky
1134;"Poctivá výroba Globus/Uzeniny a lahůdky Globus/Salámy/Měkké salámy";/cz/poctivá-výroba-globus/uzeniny-a-lahůdky-globus/salámy/měkké-salámy
1138;"Poctivá výroba Globus/Pekárna a cukrárna Globus/Slané pečivo/Bagety a veky";/cz/poctivá-výroba-globus/pekárna-a-cukrárna-globus/slané-pečivo/bagety-a-veky
1140;"Poctivá výroba Globus/Pekárna a cukrárna Globus/Slané pečivo/Housky a kaiserky";/cz/poctivá-výroba-globus/pekárna-a-cukrárna-globus/slané-pečivo/housky-a-kaiserky
1141;"Poctivá výroba Globus/Pekárna a cukrárna Globus/Slané pečivo/Rohlíky";/cz/poctivá-výroba-globus/pekárna-a-cukrárna-globus/slané-pečivo/rohlíky
1142;"Poctivá výroba Globus/Pekárna a cukrárna Globus/Slané pečivo/Slané pečivo ostatní";/cz/poctivá-výroba-globus/pekárna-a-cukrárna-globus/slané-pečivo/slané-pečivo-ostatní
1143;"Poctivá výroba Globus/Pekárna a cukrárna Globus/Slané pečivo/Tmavé a celozrnné";/cz/poctivá-výroba-globus/pekárna-a-cukrárna-globus/slané-pečivo/tmavé-a-celozrnné
1145;"Uzeniny a lahůdky/Lahůdky/Chlebíčky, bagety a sendviče/Bagety a obložené housky";/cz/uzeniny-a-lahůdky/lahůdky/chlebíčky,-bagety-a-sendviče/bagety-a-obložené-housky
1151;"Domácnost a zahrada/Hobby, dům/Silikony, tmely, lepidla/Lepidla";/cz/domácnost-a-zahrada/hobby,-dům/silikony,-tmely,-lepidla/lepidla
1492;"Domácnost a zahrada/Hobby, dům/Silikony, tmely, lepidla/Silikony";/cz/domácnost-a-zahrada/hobby,-dům/silikony,-tmely,-lepidla/silikony
1493;"Domácnost a zahrada/Hobby, dům/Silikony, tmely, lepidla/Tmely";/cz/domácnost-a-zahrada/hobby,-dům/silikony,-tmely,-lepidla/tmely
1494;"Domácnost a zahrada/Hobby, dům/Silikony, tmely, lepidla/Montážní pěny";/cz/domácnost-a-zahrada/hobby,-dům/silikony,-tmely,-lepidla/montážní-pěny
1495;"Mléčné a chlazené/Sýry/Měkké sýry, mozzarella/Měkké sýry";/cz/mléčné-a-chlazené/sýry/měkké-sýry,-mozzarella/měkké-sýry
1176;"Mléčné a chlazené/Sýry/Měkké sýry, mozzarella/Mozzarella, bryndza";/cz/mléčné-a-chlazené/sýry/měkké-sýry,-mozzarella/mozzarella,-bryndza
1177;"Nápoje/Víno/Šumivá vína a sekty/Prosecco";/cz/nápoje/víno/šumivá-vína-a-sekty/prosecco
1178;"Nápoje/Víno/Šumivá vína a sekty/Sekt";/cz/nápoje/víno/šumivá-vína-a-sekty/sekt
1179;"Nápoje/Víno/Šumivá vína a sekty/Champagne";/cz/nápoje/víno/šumivá-vína-a-sekty/champagne
1180;"Nápoje/Víno/Šumivá vína a sekty/Cava";/cz/nápoje/víno/šumivá-vína-a-sekty/cava
1181;"Nápoje/Víno/Šumivá vína a sekty/Perlivé víno";/cz/nápoje/víno/šumivá-vína-a-sekty/perlivé-víno
1496;"Domácnost a zahrada/Sport a Outdoor/Sportovní výživa/Tyčinky, gely";/cz/domácnost-a-zahrada/sport-a-outdoor/sportovní-výživa/tyčinky,-gely
1497;"Domácnost a zahrada/Sport a Outdoor/Sportovní výživa/Sušené maso a snacky";/cz/domácnost-a-zahrada/sport-a-outdoor/sportovní-výživa/sušené-maso-a-snacky
1498;"Domácnost a zahrada/Sport a Outdoor/Sportovní výživa/Vitamíny, minerály";/cz/domácnost-a-zahrada/sport-a-outdoor/sportovní-výživa/vitamíny,-minerály
1499;"Domácnost a zahrada/Sport a Outdoor/Sportovní výživa/Aminokyseliny";/cz/domácnost-a-zahrada/sport-a-outdoor/sportovní-výživa/aminokyseliny
1500;"Domácnost a zahrada/Sport a Outdoor/Sportovní výživa/Kreatin";/cz/domácnost-a-zahrada/sport-a-outdoor/sportovní-výživa/kreatin
1501;"Domácnost a zahrada/Sport a Outdoor/Sportovní výživa/Hubnutí";/cz/domácnost-a-zahrada/sport-a-outdoor/sportovní-výživa/hubnutí
1547;"Domácnost a zahrada/Sport a Outdoor/Sportovní výživa/Sacharidy";/cz/domácnost-a-zahrada/sport-a-outdoor/sportovní-výživa/sacharidy
1502;"Domácnost a zahrada/Sport a Outdoor/Sportovní výživa/Iontové a sacharidové nápoje";/cz/domácnost-a-zahrada/sport-a-outdoor/sportovní-výživa/iontové-a-sacharidové-nápoje
1503;"Domácnost a zahrada/Sport a Outdoor/Sportovní výživa/Proteiny";/cz/domácnost-a-zahrada/sport-a-outdoor/sportovní-výživa/proteiny
1504;"Domácnost a zahrada/Sport a Outdoor/Sportovní výživa/Kaše";/cz/domácnost-a-zahrada/sport-a-outdoor/sportovní-výživa/kaše
1505;"Domácnost a zahrada/Sport a Outdoor/Sportovní výživa/Anabolizéry";/cz/domácnost-a-zahrada/sport-a-outdoor/sportovní-výživa/anabolizéry
1506;"Domácnost a zahrada/Sport a Outdoor/Sportovní výživa/Ostatní";/cz/domácnost-a-zahrada/sport-a-outdoor/sportovní-výživa/ostatní
1182;"Domácnost a zahrada/Kuchyňské potřeby/Skladování potravin a tekutin/Dózy, boxy a krabičky";/cz/domácnost-a-zahrada/kuchyňské-potřeby/skladování-potravin-a-tekutin/dózy,-boxy-a-krabičky
1183;"Domácnost a zahrada/Kuchyňské potřeby/Skladování potravin a tekutin/Potravinové fólie a sáčky";/cz/domácnost-a-zahrada/kuchyňské-potřeby/skladování-potravin-a-tekutin/potravinové-fólie-a-sáčky
1184;"Domácnost a zahrada/Kuchyňské potřeby/Skladování potravin a tekutin/Láhve a doplňky";/cz/domácnost-a-zahrada/kuchyňské-potřeby/skladování-potravin-a-tekutin/láhve-a-doplňky
1185;"Domácnost a zahrada/Kuchyňské potřeby/Skladování potravin a tekutin/Termosky a termohrnky";/cz/domácnost-a-zahrada/kuchyňské-potřeby/skladování-potravin-a-tekutin/termosky-a-termohrnky
1186;"Poctivá výroba Globus/Pekárna a cukrárna Globus/Sladké pečivo/Balené sladké pečivo";/cz/poctivá-výroba-globus/pekárna-a-cukrárna-globus/sladké-pečivo/balené-sladké-pečivo
1187;"Poctivá výroba Globus/Pekárna a cukrárna Globus/Sladké pečivo/Croissanty a listové pečivo";/cz/poctivá-výroba-globus/pekárna-a-cukrárna-globus/sladké-pečivo/croissanty-a-listové-pečivo
1188;"Poctivá výroba Globus/Pekárna a cukrárna Globus/Sladké pečivo/Koblihy a donuty";/cz/poctivá-výroba-globus/pekárna-a-cukrárna-globus/sladké-pečivo/koblihy-a-donuty
1189;"Poctivá výroba Globus/Pekárna a cukrárna Globus/Sladké pečivo/Koláče a šátečky";/cz/poctivá-výroba-globus/pekárna-a-cukrárna-globus/sladké-pečivo/koláče-a-šátečky
1190;"Poctivá výroba Globus/Pekárna a cukrárna Globus/Sladké pečivo/Vánočky, mazance, muffiny, bulky";/cz/poctivá-výroba-globus/pekárna-a-cukrárna-globus/sladké-pečivo/vánočky,-mazance,-muffiny,-bulky
1191;"Poctivá výroba Globus/Pekárna a cukrárna Globus/Sladké pečivo/Záviny a buchty";/cz/poctivá-výroba-globus/pekárna-a-cukrárna-globus/sladké-pečivo/záviny-a-buchty
1192;"Nápoje/Čaj a káva/Čaj/Sypané čaje";/cz/nápoje/čaj-a-káva/čaj/sypané-čaje
1193;"Nápoje/Čaj a káva/Čaj/Černý čaj";/cz/nápoje/čaj-a-káva/čaj/černý-čaj
1194;"Nápoje/Čaj a káva/Čaj/Zelený čaj";/cz/nápoje/čaj-a-káva/čaj/zelený-čaj
1195;"Nápoje/Čaj a káva/Čaj/Bílý čaj";/cz/nápoje/čaj-a-káva/čaj/bílý-čaj
1196;"Nápoje/Čaj a káva/Čaj/Ovocný čaj";/cz/nápoje/čaj-a-káva/čaj/ovocný-čaj
1197;"Nápoje/Čaj a káva/Čaj/Bylinkové a léčivé čaje";/cz/nápoje/čaj-a-káva/čaj/bylinkové-a-léčivé-čaje
1198;"Nápoje/Čaj a káva/Čaj/Dětské čaje";/cz/nápoje/čaj-a-káva/čaj/dětské-čaje
1291;"Elektro/TV, Audio a Video/Televize/Satelitní a anténní technika";/cz/elektro/tv,-audio-a-video/televize/satelitní-a-anténní-technika
1209;"Trvanlivé potraviny/Olej, ocet/Ocet/Kvasný";/cz/trvanlivé-potraviny/olej,-ocet/ocet/kvasný
1210;"Trvanlivé potraviny/Olej, ocet/Ocet/Balsamico";/cz/trvanlivé-potraviny/olej,-ocet/ocet/balsamico
1211;"Trvanlivé potraviny/Olej, ocet/Ocet/Ostatní";/cz/trvanlivé-potraviny/olej,-ocet/ocet/ostatní
1212;"Nápoje/Nealkoholické nápoje/Vody a minerálky/Neperlivé";/cz/nápoje/nealkoholické-nápoje/vody-a-minerálky/neperlivé
1213;"Nápoje/Nealkoholické nápoje/Vody a minerálky/Perlivé";/cz/nápoje/nealkoholické-nápoje/vody-a-minerálky/perlivé
1214;"Nápoje/Nealkoholické nápoje/Vody a minerálky/Jemně perlivé";/cz/nápoje/nealkoholické-nápoje/vody-a-minerálky/jemně-perlivé
1215;"Nápoje/Nealkoholické nápoje/Vody a minerálky/Kojenecké";/cz/nápoje/nealkoholické-nápoje/vody-a-minerálky/kojenecké
1216;"Nápoje/Nealkoholické nápoje/Vody a minerálky/Lázeňské prameny";/cz/nápoje/nealkoholické-nápoje/vody-a-minerálky/lázeňské-prameny
1217;"Nápoje/Nealkoholické nápoje/Vody a minerálky/Ochucené";/cz/nápoje/nealkoholické-nápoje/vody-a-minerálky/ochucené
1218;"Nápoje/Víno/Bílé víno/Chardonnay";/cz/nápoje/víno/bílé-víno/chardonnay
1219;"Nápoje/Víno/Bílé víno/Cabernet sauvignon";/cz/nápoje/víno/bílé-víno/cabernet-sauvignon
1220;"Nápoje/Víno/Bílé víno/Rulandské šedé";/cz/nápoje/víno/bílé-víno/rulandské-šedé
1221;"Nápoje/Víno/Bílé víno/Ryzlink";/cz/nápoje/víno/bílé-víno/ryzlink
1222;"Nápoje/Víno/Bílé víno/Sauvignon";/cz/nápoje/víno/bílé-víno/sauvignon
1223;"Nápoje/Víno/Bílé víno/Muškát";/cz/nápoje/víno/bílé-víno/muškát
1224;"Nápoje/Víno/Bílé víno/Pálava";/cz/nápoje/víno/bílé-víno/pálava
1225;"Nápoje/Víno/Bílé víno/Tramín červený";/cz/nápoje/víno/bílé-víno/tramín-červený
1226;"Nápoje/Víno/Bílé víno/Rulandské bílé";/cz/nápoje/víno/bílé-víno/rulandské-bílé
1227;"Nápoje/Víno/Bílé víno/Veltlínské zelené";/cz/nápoje/víno/bílé-víno/veltlínské-zelené
1228;"Nápoje/Víno/Bílé víno/Müller Thurgau";/cz/nápoje/víno/bílé-víno/müller-thurgau
1229;"Nápoje/Víno/Bílé víno/Cuvée";/cz/nápoje/víno/bílé-víno/cuvée
1230;"Nápoje/Víno/Bílé víno/Hibernal";/cz/nápoje/víno/bílé-víno/hibernal
1231;"Nápoje/Víno/Bílé víno/Sylvánské zelené";/cz/nápoje/víno/bílé-víno/sylvánské-zelené
1232;"Nápoje/Víno/Bílé víno/Ostatní";/cz/nápoje/víno/bílé-víno/ostatní
1233;"Nápoje/Víno/Bílé víno/Bag in Box";/cz/nápoje/víno/bílé-víno/bag-in-box
1251;"Domácnost a zahrada/Kancelář a školní potřeby/Psací a rýsovací potřeby/Omalovánky a vystřihovánky";/cz/domácnost-a-zahrada/kancelář-a-školní-potřeby/psací-a-rýsovací-potřeby/omalovánky-a-vystřihovánky
532;"Domácnost a zahrada/Kancelář a školní potřeby/Psací a rýsovací potřeby/Pravítka, kružítka, nůžky";/cz/domácnost-a-zahrada/kancelář-a-školní-potřeby/psací-a-rýsovací-potřeby/pravítka,-kružítka,-nůžky
1246;"Domácnost a zahrada/Kancelář a školní potřeby/Psací a rýsovací potřeby/Pera, propisky a náplně";/cz/domácnost-a-zahrada/kancelář-a-školní-potřeby/psací-a-rýsovací-potřeby/pera,-propisky-a-náplně
1247;"Domácnost a zahrada/Kancelář a školní potřeby/Psací a rýsovací potřeby/Tužky, mikrotužky a tuhy";/cz/domácnost-a-zahrada/kancelář-a-školní-potřeby/psací-a-rýsovací-potřeby/tužky,-mikrotužky-a-tuhy
1248;"Domácnost a zahrada/Kancelář a školní potřeby/Psací a rýsovací potřeby/Linery a fixy";/cz/domácnost-a-zahrada/kancelář-a-školní-potřeby/psací-a-rýsovací-potřeby/linery-a-fixy
1249;"Domácnost a zahrada/Kancelář a školní potřeby/Psací a rýsovací potřeby/Popisovače a zvýraznovače";/cz/domácnost-a-zahrada/kancelář-a-školní-potřeby/psací-a-rýsovací-potřeby/popisovače-a-zvýraznovače
1250;"Domácnost a zahrada/Kancelář a školní potřeby/Psací a rýsovací potřeby/Gumy, zmizíky a opravné prostředky";/cz/domácnost-a-zahrada/kancelář-a-školní-potřeby/psací-a-rýsovací-potřeby/gumy,-zmizíky-a-opravné-prostředky
777;"Domácnost a zahrada/Zahrada/Zahrada a volný čas/Grilování a párty/Grily a příslušenství";/cz/domácnost-a-zahrada/zahrada/zahrada-a-volný-čas/grilování-a-párty/grily-a-příslušenství
773;"Domácnost a zahrada/Zahrada/Zahrada a volný čas/Grilování a párty/Dřevěné uhlí a brikety";/cz/domácnost-a-zahrada/zahrada/zahrada-a-volný-čas/grilování-a-párty/dřevěné-uhlí-a-brikety
774;"Domácnost a zahrada/Zahrada/Zahrada a volný čas/Grilování a párty/Grilovací náčiní";/cz/domácnost-a-zahrada/zahrada/zahrada-a-volný-čas/grilování-a-párty/grilovací-náčiní
775;"Domácnost a zahrada/Zahrada/Zahrada a volný čas/Grilování a párty/Párty nádobí jednorázové";/cz/domácnost-a-zahrada/zahrada/zahrada-a-volný-čas/grilování-a-párty/párty-nádobí-jednorázové
915;"Domácnost a zahrada/Hobby, dům/Nářadí/Elektrické nářadí/Vrtačky a šroubováky";/cz/domácnost-a-zahrada/hobby,-dům/nářadí/elektrické-nářadí/vrtačky-a-šroubováky
916;"Domácnost a zahrada/Hobby, dům/Nářadí/Elektrické nářadí/Pily";/cz/domácnost-a-zahrada/hobby,-dům/nářadí/elektrické-nářadí/pily
917;"Domácnost a zahrada/Hobby, dům/Nářadí/Elektrické nářadí/Brusky a příslušenství";/cz/domácnost-a-zahrada/hobby,-dům/nářadí/elektrické-nářadí/brusky-a-příslušenství
919;"Domácnost a zahrada/Hobby, dům/Nářadí/Elektrické nářadí/Frézky";/cz/domácnost-a-zahrada/hobby,-dům/nářadí/elektrické-nářadí/frézky
920;"Domácnost a zahrada/Hobby, dům/Nářadí/Elektrické nářadí/Pájecí technika";/cz/domácnost-a-zahrada/hobby,-dům/nářadí/elektrické-nářadí/pájecí-technika
921;"Domácnost a zahrada/Hobby, dům/Nářadí/Elektrické nářadí/Svářecí technika";/cz/domácnost-a-zahrada/hobby,-dům/nářadí/elektrické-nářadí/svářecí-technika
922;"Domácnost a zahrada/Hobby, dům/Nářadí/Elektrické nářadí/Příslušenství pro vrtačky a šroubováky";/cz/domácnost-a-zahrada/hobby,-dům/nářadí/elektrické-nářadí/příslušenství-pro-vrtačky-a-šroubováky
1507;"Domácnost a zahrada/Hobby, dům/Nářadí/Elektrické nářadí/Ostatní elektro nářadí";/cz/domácnost-a-zahrada/hobby,-dům/nářadí/elektrické-nářadí/ostatní-elektro-nářadí
1268;"Nápoje/Čaj a káva/Čaj/Ovocný čaj/Vícedruhové";/cz/nápoje/čaj-a-káva/čaj/ovocný-čaj/vícedruhové
1269;"Nápoje/Čaj a káva/Čaj/Ovocný čaj/Jednodruhové";/cz/nápoje/čaj-a-káva/čaj/ovocný-čaj/jednodruhové
1508;"Domácnost a zahrada/Zahrada/Substráty, hnojiva/Hnojiva/Pro ovoce";/cz/domácnost-a-zahrada/zahrada/substráty,-hnojiva/hnojiva/pro-ovoce
1509;"Domácnost a zahrada/Zahrada/Substráty, hnojiva/Hnojiva/Pro zeleninu";/cz/domácnost-a-zahrada/zahrada/substráty,-hnojiva/hnojiva/pro-zeleninu
1510;"Domácnost a zahrada/Zahrada/Substráty, hnojiva/Hnojiva/Pro pokojové a balkónové rostliny";/cz/domácnost-a-zahrada/zahrada/substráty,-hnojiva/hnojiva/pro-pokojové-a-balkónové-rostliny
1511;"Domácnost a zahrada/Zahrada/Substráty, hnojiva/Hnojiva/Pro trávníky";/cz/domácnost-a-zahrada/zahrada/substráty,-hnojiva/hnojiva/pro-trávníky
1512;"Domácnost a zahrada/Zahrada/Substráty, hnojiva/Hnojiva/Pro jehličnany";/cz/domácnost-a-zahrada/zahrada/substráty,-hnojiva/hnojiva/pro-jehličnany
1513;"Domácnost a zahrada/Zahrada/Substráty, hnojiva/Hnojiva/Pro orchideje a bromélie";/cz/domácnost-a-zahrada/zahrada/substráty,-hnojiva/hnojiva/pro-orchideje-a-bromélie
1514;"Domácnost a zahrada/Zahrada/Substráty, hnojiva/Hnojiva/Speciální a univerzální";/cz/domácnost-a-zahrada/zahrada/substráty,-hnojiva/hnojiva/speciální-a-univerzální
1515;"Domácnost a zahrada/Zahrada/Substráty, hnojiva/Hnojiva/Urychlovače kompostu";/cz/domácnost-a-zahrada/zahrada/substráty,-hnojiva/hnojiva/urychlovače-kompostu
1516;"Domácnost a zahrada/Zahrada/Substráty, hnojiva/Hnojiva/Pro zelené rostliny a palmy";/cz/domácnost-a-zahrada/zahrada/substráty,-hnojiva/hnojiva/pro-zelené-rostliny-a-palmy
1517;"Domácnost a zahrada/Zahrada/Substráty, hnojiva/Hnojiva/Pro kaktusy a sukulenty";/cz/domácnost-a-zahrada/zahrada/substráty,-hnojiva/hnojiva/pro-kaktusy-a-sukulenty
1518;"Domácnost a zahrada/Zahrada/Substráty, hnojiva/Hnojiva/Pro okrasné rostliny";/cz/domácnost-a-zahrada/zahrada/substráty,-hnojiva/hnojiva/pro-okrasné-rostliny
1519;"Domácnost a zahrada/Zahrada/Substráty, hnojiva/Hnojiva/Pro bylinky";/cz/domácnost-a-zahrada/zahrada/substráty,-hnojiva/hnojiva/pro-bylinky
979;"Domácnost a zahrada/Hobby, dům/Nářadí/Ruční nářadí/Šroubováky";/cz/domácnost-a-zahrada/hobby,-dům/nářadí/ruční-nářadí/šroubováky
981;"Domácnost a zahrada/Hobby, dům/Nářadí/Ruční nářadí/Pily a pilníky";/cz/domácnost-a-zahrada/hobby,-dům/nářadí/ruční-nářadí/pily-a-pilníky
982;"Domácnost a zahrada/Hobby, dům/Nářadí/Ruční nářadí/Sekery a kladiva";/cz/domácnost-a-zahrada/hobby,-dům/nářadí/ruční-nářadí/sekery-a-kladiva
983;"Domácnost a zahrada/Hobby, dům/Nářadí/Ruční nářadí/Klíče a stahováky";/cz/domácnost-a-zahrada/hobby,-dům/nářadí/ruční-nářadí/klíče-a-stahováky
984;"Domácnost a zahrada/Hobby, dům/Nářadí/Ruční nářadí/Kleště";/cz/domácnost-a-zahrada/hobby,-dům/nářadí/ruční-nářadí/kleště
985;"Domácnost a zahrada/Hobby, dům/Nářadí/Ruční nářadí/Sady";/cz/domácnost-a-zahrada/hobby,-dům/nářadí/ruční-nářadí/sady
986;"Domácnost a zahrada/Hobby, dům/Nářadí/Ruční nářadí/Hoblíky a dláta";/cz/domácnost-a-zahrada/hobby,-dům/nářadí/ruční-nářadí/hoblíky-a-dláta
987;"Domácnost a zahrada/Hobby, dům/Nářadí/Ruční nářadí/Kufříky na nářadí";/cz/domácnost-a-zahrada/hobby,-dům/nářadí/ruční-nářadí/kufříky-na-nářadí
988;"Domácnost a zahrada/Hobby, dům/Nářadí/Ruční nářadí/Zednické a obkladačské";/cz/domácnost-a-zahrada/hobby,-dům/nářadí/ruční-nářadí/zednické-a-obkladačské
980;"Domácnost a zahrada/Hobby, dům/Nářadí/Ruční nářadí/Upínací nástroje";/cz/domácnost-a-zahrada/hobby,-dům/nářadí/ruční-nářadí/upínací-nástroje
1520;"Domácnost a zahrada/Hobby, dům/Nářadí/Ruční nářadí/Řezné nástroje";/cz/domácnost-a-zahrada/hobby,-dům/nářadí/ruční-nářadí/řezné-nástroje
1521;"Domácnost a zahrada/Hobby, dům/Nářadí/Ruční nářadí/Kartáče";/cz/domácnost-a-zahrada/hobby,-dům/nářadí/ruční-nářadí/kartáče
1522;"Domácnost a zahrada/Hobby, dům/Nářadí/Ruční nářadí/Ostatní";/cz/domácnost-a-zahrada/hobby,-dům/nářadí/ruční-nářadí/ostatní
1090;"Domácnost a zahrada/Zahrada/Zahrada a volný čas/Bazény a zahradní příslušenství/Bazénová chemie a filtrace";/cz/domácnost-a-zahrada/zahrada/zahrada-a-volný-čas/bazény-a-zahradní-příslušenství/bazénová-chemie-a-filtrace
1092;"Domácnost a zahrada/Zahrada/Zahrada a volný čas/Bazény a zahradní příslušenství/Bazény";/cz/domácnost-a-zahrada/zahrada/zahrada-a-volný-čas/bazény-a-zahradní-příslušenství/bazény
1093;"Domácnost a zahrada/Zahrada/Zahrada a volný čas/Bazény a zahradní příslušenství/Bazénové doplňky";/cz/domácnost-a-zahrada/zahrada/zahrada-a-volný-čas/bazény-a-zahradní-příslušenství/bazénové-doplňky
