Facet;FacetValue;URL
219;"Trvanlivé potraviny/Cereálie, müsli a kaše/Granola";/cz/trvanlivé-potraviny/cereálie,-müsli-a-kaše/granola
220;"Mléčné a chlazené/Sýry/Pultové sýry";/cz/mléčné-a-chlazené/sýry/pultové-sýry
221;"Mléčné a chlazené/Sýry/Na gril, fondue, raclette";/cz/mléčné-a-chlazené/sýry/na-gril,-fondue,-raclette
222;"Mléčné a chlazené/Sýry/Polotvrdé";/cz/mléčné-a-chlazené/sýry/polotvrdé
223;"Mléčné a chlazené/Sýry/Čerstvé";/cz/mléčné-a-chlazené/sýry/čerstvé
224;"Mléčné a chlazené/Sýry/Měkké sýry, mozzarella";/cz/mléčné-a-chlazené/sýry/měkké-sýry,-mozzarella
225;"Mléčné a chlazené/Sýry/Tvrdé";/cz/mléčné-a-chlazené/sýry/tvrdé
226;"Mléčné a chlazené/Sýry/Plísňové a zrající";/cz/mléčné-a-chlazené/sýry/plísňové-a-zrající
227;"Mléčné a chlazené/Sýry/V celku a bločky";/cz/mléčné-a-chlazené/sýry/v-celku-a-bločky
228;"Mléčné a chlazené/Sýry/Plátkové";/cz/mléčné-a-chlazené/sýry/plátkové
229;"Mléčné a chlazené/Sýry/Strouhané";/cz/mléčné-a-chlazené/sýry/strouhané
230;"Mléčné a chlazené/Sýry/Tavené";/cz/mléčné-a-chlazené/sýry/tavené
231;"Mléčné a chlazené/Sýry/Kozí a ovčí";/cz/mléčné-a-chlazené/sýry/kozí-a-ovčí
232;"Mléčné a chlazené/Sýry/Pro děti";/cz/mléčné-a-chlazené/sýry/pro-děti
233;"Mléčné a chlazené/Sýry/Uzené";/cz/mléčné-a-chlazené/sýry/uzené
234;"Mléčné a chlazené/Sýry/Parenica a korbáčiky";/cz/mléčné-a-chlazené/sýry/parenica-a-korbáčiky
236;"Mléčné a chlazené/Sýry/Salátové";/cz/mléčné-a-chlazené/sýry/salátové
237;"Maso a ryby/Drůbeží a králičí/Králík";/cz/maso-a-ryby/drůbeží-a-králičí/králík
238;"Maso a ryby/Drůbeží a králičí/Uzené";/cz/maso-a-ryby/drůbeží-a-králičí/uzené
239;"Maso a ryby/Drůbeží a králičí/Drůbež v celku";/cz/maso-a-ryby/drůbeží-a-králičí/drůbež-v-celku
240;"Maso a ryby/Drůbeží a králičí/Křídla";/cz/maso-a-ryby/drůbeží-a-králičí/křídla
241;"Maso a ryby/Drůbeží a králičí/Na polévku a vnitřnosti";/cz/maso-a-ryby/drůbeží-a-králičí/na-polévku-a-vnitřnosti
242;"Maso a ryby/Drůbeží a králičí/Prsa a prsní řízky";/cz/maso-a-ryby/drůbeží-a-králičí/prsa-a-prsní-řízky
243;"Maso a ryby/Drůbeží a králičí/Stehna a stehenní řízky";/cz/maso-a-ryby/drůbeží-a-králičí/stehna-a-stehenní-řízky
244;"Maso a ryby/Drůbeží a králičí/Kachní, husí";/cz/maso-a-ryby/drůbeží-a-králičí/kachní,-husí
245;"Maso a ryby/Drůbeží a králičí/Ostatní";/cz/maso-a-ryby/drůbeží-a-králičí/ostatní
1358;"Maso a ryby/Drůbeží a králičí/Na gril";/cz/maso-a-ryby/drůbeží-a-králičí/na-gril
246;"Svět dětí/Dětská kosmetika/Šampony";/cz/svět-dětí/dětská-kosmetika/šampony
1359;"Svět dětí/Dětská kosmetika/Mycí gely, mýdla a pěny";/cz/svět-dětí/dětská-kosmetika/mycí-gely,-mýdla-a-pěny
247;"Svět dětí/Dětská kosmetika/Tělová mléka a oleje";/cz/svět-dětí/dětská-kosmetika/tělová-mléka-a-oleje
248;"Svět dětí/Dětská kosmetika/Krémy a zásypy";/cz/svět-dětí/dětská-kosmetika/krémy-a-zásypy
250;"Svět dětí/Dětská kosmetika/Zubní hygiena";/cz/svět-dětí/dětská-kosmetika/zubní-hygiena
251;"Svět dětí/Dětská kosmetika/Vatové tyčinky, nůžky";/cz/svět-dětí/dětská-kosmetika/vatové-tyčinky,-nůžky
249;"Svět dětí/Dětská kosmetika/Dětské opalovací a zimní krémy";/cz/svět-dětí/dětská-kosmetika/dětské-opalovací-a-zimní-krémy
267;"Drogerie a kosmetika/Čisticí a mycí prostředky/Mytí nádobí";/cz/drogerie-a-kosmetika/čisticí-a-mycí-prostředky/mytí-nádobí
260;"Drogerie a kosmetika/Čisticí a mycí prostředky/Kuchyňské čisticí prostředky";/cz/drogerie-a-kosmetika/čisticí-a-mycí-prostředky/kuchyňské-čisticí-prostředky
261;"Drogerie a kosmetika/Čisticí a mycí prostředky/Koupelna a WC";/cz/drogerie-a-kosmetika/čisticí-a-mycí-prostředky/koupelna-a-wc
263;"Drogerie a kosmetika/Čisticí a mycí prostředky/Na nábytek";/cz/drogerie-a-kosmetika/čisticí-a-mycí-prostředky/na-nábytek
264;"Drogerie a kosmetika/Čisticí a mycí prostředky/Na podlahu a koberce";/cz/drogerie-a-kosmetika/čisticí-a-mycí-prostředky/na-podlahu-a-koberce
265;"Drogerie a kosmetika/Čisticí a mycí prostředky/Na sklo a okna";/cz/drogerie-a-kosmetika/čisticí-a-mycí-prostředky/na-sklo-a-okna
266;"Drogerie a kosmetika/Čisticí a mycí prostředky/Univerzální";/cz/drogerie-a-kosmetika/čisticí-a-mycí-prostředky/univerzální
268;"Mléčné a chlazené/Smetana a šlehačka/Smetana do kávy";/cz/mléčné-a-chlazené/smetana-a-šlehačka/smetana-do-kávy
269;"Mléčné a chlazené/Smetana a šlehačka/Ke šlehání a šlehačky";/cz/mléčné-a-chlazené/smetana-a-šlehačka/ke-šlehání-a-šlehačky
270;"Mléčné a chlazené/Smetana a šlehačka/Smetana na vaření";/cz/mléčné-a-chlazené/smetana-a-šlehačka/smetana-na-vaření
271;"Mléčné a chlazené/Smetana a šlehačka/Zakysaná smetana";/cz/mléčné-a-chlazené/smetana-a-šlehačka/zakysaná-smetana
272;"Uzeniny a lahůdky/Lahůdky/Rybí speciality";/cz/uzeniny-a-lahůdky/lahůdky/rybí-speciality
273;"Uzeniny a lahůdky/Lahůdky/Saláty a pomazánky";/cz/uzeniny-a-lahůdky/lahůdky/saláty-a-pomazánky
274;"Uzeniny a lahůdky/Lahůdky/Chlebíčky, bagety a sendviče";/cz/uzeniny-a-lahůdky/lahůdky/chlebíčky,-bagety-a-sendviče
277;"Uzeniny a lahůdky/Lahůdky/Nakládané speciality";/cz/uzeniny-a-lahůdky/lahůdky/nakládané-speciality
278;"Uzeniny a lahůdky/Lahůdky/Aspik";/cz/uzeniny-a-lahůdky/lahůdky/aspik
279;"Drogerie a kosmetika/Prací prostředky a aviváže/Prací prášek";/cz/drogerie-a-kosmetika/prací-prostředky-a-aviváže/prací-prášek
280;"Drogerie a kosmetika/Prací prostředky a aviváže/Prací gel";/cz/drogerie-a-kosmetika/prací-prostředky-a-aviváže/prací-gel
281;"Drogerie a kosmetika/Prací prostředky a aviváže/Prací tablety a kapsle";/cz/drogerie-a-kosmetika/prací-prostředky-a-aviváže/prací-tablety-a-kapsle
282;"Drogerie a kosmetika/Prací prostředky a aviváže/Speciální prací prostředky";/cz/drogerie-a-kosmetika/prací-prostředky-a-aviváže/speciální-prací-prostředky
283;"Drogerie a kosmetika/Prací prostředky a aviváže/Aviváž";/cz/drogerie-a-kosmetika/prací-prostředky-a-aviváže/aviváž
284;"Drogerie a kosmetika/Prací prostředky a aviváže/Odstraňovače skvrn";/cz/drogerie-a-kosmetika/prací-prostředky-a-aviváže/odstraňovače-skvrn
285;"Drogerie a kosmetika/Prací prostředky a aviváže/Škrobení a změkčování vody";/cz/drogerie-a-kosmetika/prací-prostředky-a-aviváže/škrobení-a-změkčování-vody
1360;"Zdravý svět/Snížený obsah cukru/Mléčné a chlazené";/cz/zdravý-svět/snížený-obsah-cukru/mléčné-a-chlazené
286;"Zdravý svět/Snížený obsah cukru/Pečivo";/cz/zdravý-svět/snížený-obsah-cukru/pečivo
288;"Zdravý svět/Snížený obsah cukru/Na pečení a vaření";/cz/zdravý-svět/snížený-obsah-cukru/na-pečení-a-vaření
289;"Zdravý svět/Snížený obsah cukru/Koření, dochucovadla a olej";/cz/zdravý-svět/snížený-obsah-cukru/koření,-dochucovadla-a-olej
290;"Zdravý svět/Snížený obsah cukru/Cereálie, müsli a kaše";/cz/zdravý-svět/snížený-obsah-cukru/cereálie,-müsli-a-kaše
291;"Zdravý svět/Snížený obsah cukru/Konzervované ovoce a zelenina";/cz/zdravý-svět/snížený-obsah-cukru/konzervované-ovoce-a-zelenina
292;"Zdravý svět/Snížený obsah cukru/Džemy, medy a sladké pomazánky";/cz/zdravý-svět/snížený-obsah-cukru/džemy,-medy-a-sladké-pomazánky
293;"Zdravý svět/Snížený obsah cukru/Čokolády a sladkosti";/cz/zdravý-svět/snížený-obsah-cukru/čokolády-a-sladkosti
294;"Zdravý svět/Snížený obsah cukru/Nápoje a pivo";/cz/zdravý-svět/snížený-obsah-cukru/nápoje-a-pivo
296;"Svět dětí/Pleny a ubrousky/Jednorázové pleny";/cz/svět-dětí/pleny-a-ubrousky/jednorázové-pleny
297;"Svět dětí/Pleny a ubrousky/Vlhčené ubrousky";/cz/svět-dětí/pleny-a-ubrousky/vlhčené-ubrousky
298;"Svět dětí/Pleny a ubrousky/Přebalovací podložky a tašky";/cz/svět-dětí/pleny-a-ubrousky/přebalovací-podložky-a-tašky
295;"Svět dětí/Pleny a ubrousky/EKO pleny a ubrousky";/cz/svět-dětí/pleny-a-ubrousky/eko-pleny-a-ubrousky
299;"Pekárna a cukrárna/Trvanlivé balené pečivo/Bagety a veky";/cz/pekárna-a-cukrárna/trvanlivé-balené-pečivo/bagety-a-veky
300;"Pekárna a cukrárna/Trvanlivé balené pečivo/Balený chléb a toasty";/cz/pekárna-a-cukrárna/trvanlivé-balené-pečivo/balený-chléb-a-toasty
301;"Pekárna a cukrárna/Trvanlivé balené pečivo/Bulky a žemle";/cz/pekárna-a-cukrárna/trvanlivé-balené-pečivo/bulky-a-žemle
302;"Pekárna a cukrárna/Trvanlivé balené pečivo/Balené sladké pečivo";/cz/pekárna-a-cukrárna/trvanlivé-balené-pečivo/balené-sladké-pečivo
303;"Drogerie a kosmetika/Ekologická drogerie a kosmetika/Ekologické čisticí prostředky";/cz/drogerie-a-kosmetika/ekologická-drogerie-a-kosmetika/ekologické-čisticí-prostředky
304;"Drogerie a kosmetika/Ekologická drogerie a kosmetika/Ekologické mytí nádobí";/cz/drogerie-a-kosmetika/ekologická-drogerie-a-kosmetika/ekologické-mytí-nádobí
305;"Drogerie a kosmetika/Ekologická drogerie a kosmetika/Ekologické praní prádla";/cz/drogerie-a-kosmetika/ekologická-drogerie-a-kosmetika/ekologické-praní-prádla
925;"Elektro/Vysavače a sáčky/Sáčky do vysavačů";/cz/elektro/vysavače-a-sáčky/sáčky-do-vysavačů
926;"Elektro/Vysavače a sáčky/Příslušenství k vysavačům";/cz/elektro/vysavače-a-sáčky/příslušenství-k-vysavačům
1361;"Elektro/Vysavače a sáčky/Vysavače";/cz/elektro/vysavače-a-sáčky/vysavače
326;"Maso a ryby/Ryby a mořské plody/Celé ryby";/cz/maso-a-ryby/ryby-a-mořské-plody/celé-ryby
327;"Maso a ryby/Ryby a mořské plody/Filety";/cz/maso-a-ryby/ryby-a-mořské-plody/filety
328;"Maso a ryby/Ryby a mořské plody/Mořské ryby";/cz/maso-a-ryby/ryby-a-mořské-plody/mořské-ryby
330;"Maso a ryby/Ryby a mořské plody/Sladkovodní ryby";/cz/maso-a-ryby/ryby-a-mořské-plody/sladkovodní-ryby
331;"Maso a ryby/Ryby a mořské plody/Mořské plody";/cz/maso-a-ryby/ryby-a-mořské-plody/mořské-plody
1362;"Zdravý svět/Vegan/Rostlinné slané pochoutky";/cz/zdravý-svět/vegan/rostlinné-slané-pochoutky
1363;"Zdravý svět/Vegan/Rostlinné alternativy jogurtů";/cz/zdravý-svět/vegan/rostlinné-alternativy-jogurtů
333;"Zdravý svět/Vegan/Rostlinné alternativy sýrů";/cz/zdravý-svět/vegan/rostlinné-alternativy-sýrů
334;"Zdravý svět/Vegan/Rostlinné nápoje";/cz/zdravý-svět/vegan/rostlinné-nápoje
335;"Zdravý svět/Vegan/Rostlinné sladkosti";/cz/zdravý-svět/vegan/rostlinné-sladkosti
336;"Zdravý svět/Vegan/Rostlinné pomazánky, sojanézy";/cz/zdravý-svět/vegan/rostlinné-pomazánky,-sojanézy
337;"Zdravý svět/Vegan/Sójové maso a rostlinné bílkoviny";/cz/zdravý-svět/vegan/sójové-maso-a-rostlinné-bílkoviny
339;"Zdravý svět/Vegan/Tofu, tempeh, seitan";/cz/zdravý-svět/vegan/tofu,-tempeh,-seitan
340;"Zdravý svět/Bez lepku/Pečivo, dorty, strouhanka";/cz/zdravý-svět/bez-lepku/pečivo,-dorty,-strouhanka
341;"Zdravý svět/Bez lepku/Uzeniny a lahůdky";/cz/zdravý-svět/bez-lepku/uzeniny-a-lahůdky
342;"Zdravý svět/Bez lepku/Těstoviny";/cz/zdravý-svět/bez-lepku/těstoviny
343;"Zdravý svět/Bez lepku/Mouky a pečicí směsi";/cz/zdravý-svět/bez-lepku/mouky-a-pečicí-směsi
344;"Zdravý svět/Bez lepku/Přísady na vaření a pečení";/cz/zdravý-svět/bez-lepku/přísady-na-vaření-a-pečení
345;"Zdravý svět/Bez lepku/Omáčky a dochucovadla";/cz/zdravý-svět/bez-lepku/omáčky-a-dochucovadla
346;"Zdravý svět/Bez lepku/Cereálie, müsli a kaše";/cz/zdravý-svět/bez-lepku/cereálie,-müsli-a-kaše
347;"Zdravý svět/Bez lepku/Sladkosti";/cz/zdravý-svět/bez-lepku/sladkosti
348;"Zdravý svět/Bez lepku/Slané snacky";/cz/zdravý-svět/bez-lepku/slané-snacky
349;"Zdravý svět/Bez lepku/Dětská výživa";/cz/zdravý-svět/bez-lepku/dětská-výživa
350;"Zdravý svět/Bez lepku/Hotová jídla a polévky";/cz/zdravý-svět/bez-lepku/hotová-jídla-a-polévky
351;"Zdravý svět/Bez lepku/Pivo a nápoje";/cz/zdravý-svět/bez-lepku/pivo-a-nápoje
352;"Svět dětí/Pro maminky a těhotné/Doplňky stravy pro maminky a těhotné";/cz/svět-dětí/pro-maminky-a-těhotné/doplňky-stravy-pro-maminky-a-těhotné
353;"Svět dětí/Pro maminky a těhotné/Kojící čaje a nápoje";/cz/svět-dětí/pro-maminky-a-těhotné/kojící-čaje-a-nápoje
354;"Svět dětí/Pro maminky a těhotné/Kosmetika na strie a celulitidu";/cz/svět-dětí/pro-maminky-a-těhotné/kosmetika-na-strie-a-celulitidu
355;"Svět dětí/Pro maminky a těhotné/Pomůcky a ostatní";/cz/svět-dětí/pro-maminky-a-těhotné/pomůcky-a-ostatní
356;"Svět zvířat/Pro králíky a hlodavce/Krmivo a seno pro hlodavce";/cz/svět-zvířat/pro-králíky-a-hlodavce/krmivo-a-seno-pro-hlodavce
357;"Svět zvířat/Pro králíky a hlodavce/Pamlsky a doplňky stravy pro hlodavce";/cz/svět-zvířat/pro-králíky-a-hlodavce/pamlsky-a-doplňky-stravy-pro-hlodavce
358;"Svět zvířat/Pro králíky a hlodavce/Hračky, domečky a další vybavení pro hlodavce";/cz/svět-zvířat/pro-králíky-a-hlodavce/hračky,-domečky-a-další-vybavení-pro-hlodavce
359;"Uzeniny a lahůdky/Párky a klobásy/Na gril a k opékání";/cz/uzeniny-a-lahůdky/párky-a-klobásy/na-gril-a-k-opékání
360;"Uzeniny a lahůdky/Párky a klobásy/Párky a špekáčky";/cz/uzeniny-a-lahůdky/párky-a-klobásy/párky-a-špekáčky
361;"Uzeniny a lahůdky/Párky a klobásy/Klobásy";/cz/uzeniny-a-lahůdky/párky-a-klobásy/klobásy
362;"Mražené potraviny/Hranolky a přílohy/Hranolky";/cz/mražené-potraviny/hranolky-a-přílohy/hranolky
363;"Mražené potraviny/Hranolky a přílohy/Americké brambory a krokety";/cz/mražené-potraviny/hranolky-a-přílohy/americké-brambory-a-krokety
365;"Mražené potraviny/Ovoce/Jednodruhové";/cz/mražené-potraviny/ovoce/jednodruhové
366;"Mražené potraviny/Ovoce/Vícedruhová směs";/cz/mražené-potraviny/ovoce/vícedruhová-směs
372;"Mražené potraviny/Zelenina/Jednodruhová";/cz/mražené-potraviny/zelenina/jednodruhová
373;"Mražené potraviny/Zelenina/Vícedruhová směs";/cz/mražené-potraviny/zelenina/vícedruhová-směs
381;"Ovoce a zelenina/Ovoce/Ostatní";/cz/ovoce-a-zelenina/ovoce/ostatní
374;"Ovoce a zelenina/Ovoce/Jablka a hrušky";/cz/ovoce-a-zelenina/ovoce/jablka-a-hrušky
375;"Ovoce a zelenina/Ovoce/Citrusy";/cz/ovoce-a-zelenina/ovoce/citrusy
376;"Ovoce a zelenina/Ovoce/Banány a exotické ovoce";/cz/ovoce-a-zelenina/ovoce/banány-a-exotické-ovoce
377;"Ovoce a zelenina/Ovoce/Broskve a další peckoviny";/cz/ovoce-a-zelenina/ovoce/broskve-a-další-peckoviny
378;"Ovoce a zelenina/Ovoce/Hrozny a melouny";/cz/ovoce-a-zelenina/ovoce/hrozny-a-melouny
379;"Ovoce a zelenina/Ovoce/Jahody a lesní plody";/cz/ovoce-a-zelenina/ovoce/jahody-a-lesní-plody
380;"Ovoce a zelenina/Ovoce/Ovocné saláty a svačiny";/cz/ovoce-a-zelenina/ovoce/ovocné-saláty-a-svačiny
382;"Mražené potraviny/Hotová jídla a polotovary/Hlavní jídla";/cz/mražené-potraviny/hotová-jídla-a-polotovary/hlavní-jídla
383;"Mražené potraviny/Hotová jídla a polotovary/Filé a jídla z ryb";/cz/mražené-potraviny/hotová-jídla-a-polotovary/filé-a-jídla-z-ryb
384;"Mražené potraviny/Hotová jídla a polotovary/Sladká jídla";/cz/mražené-potraviny/hotová-jídla-a-polotovary/sladká-jídla
385;"Mražené potraviny/Hotová jídla a polotovary/Polévky";/cz/mražené-potraviny/hotová-jídla-a-polotovary/polévky
1364;"Vánoce/Dárky/Drogerie a kosmetika";/cz/vánoce/dárky/drogerie-a-kosmetika
1365;Vánoce/Dárky/Alkohol;/cz/vánoce/dárky/alkohol
400;"Uzeniny a lahůdky/Šunky a slaniny/Vepřové šunky";/cz/uzeniny-a-lahůdky/šunky-a-slaniny/vepřové-šunky
401;"Uzeniny a lahůdky/Šunky a slaniny/Drůbeží šunky";/cz/uzeniny-a-lahůdky/šunky-a-slaniny/drůbeží-šunky
402;"Uzeniny a lahůdky/Šunky a slaniny/Hovězí šunky";/cz/uzeniny-a-lahůdky/šunky-a-slaniny/hovězí-šunky
403;"Uzeniny a lahůdky/Šunky a slaniny/Slaniny a špeky";/cz/uzeniny-a-lahůdky/šunky-a-slaniny/slaniny-a-špeky
404;"Uzeniny a lahůdky/Šunky a slaniny/Pršut a sušené šunky";/cz/uzeniny-a-lahůdky/šunky-a-slaniny/pršut-a-sušené-šunky
405;"Uzeniny a lahůdky/Šunky a slaniny/Uzené";/cz/uzeniny-a-lahůdky/šunky-a-slaniny/uzené
426;"Domácnost a zahrada/Hobby, dům/Palivo a podpalovače";/cz/domácnost-a-zahrada/hobby,-dům/palivo-a-podpalovače
427;"Domácnost a zahrada/Hobby, dům/Silikony, tmely, lepidla";/cz/domácnost-a-zahrada/hobby,-dům/silikony,-tmely,-lepidla
413;"Domácnost a zahrada/Hobby, dům/Železářské zboží";/cz/domácnost-a-zahrada/hobby,-dům/železářské-zboží
415;"Domácnost a zahrada/Hobby, dům/Barvy, laky, ředidla";/cz/domácnost-a-zahrada/hobby,-dům/barvy,-laky,-ředidla
416;"Domácnost a zahrada/Hobby, dům/Příslušenství pro malování";/cz/domácnost-a-zahrada/hobby,-dům/příslušenství-pro-malování
417;"Domácnost a zahrada/Hobby, dům/Koupelna";/cz/domácnost-a-zahrada/hobby,-dům/koupelna
418;"Domácnost a zahrada/Hobby, dům/Osvětlení a elektro";/cz/domácnost-a-zahrada/hobby,-dům/osvětlení-a-elektro
1366;"Domácnost a zahrada/Hobby, dům/Bytový textil";/cz/domácnost-a-zahrada/hobby,-dům/bytový-textil
1367;"Domácnost a zahrada/Hobby, dům/Pracovní oděvy a ochranné pomůcky";/cz/domácnost-a-zahrada/hobby,-dům/pracovní-oděvy-a-ochranné-pomůcky
1368;"Domácnost a zahrada/Hobby, dům/Nářadí";/cz/domácnost-a-zahrada/hobby,-dům/nářadí
1369;"Domácnost a zahrada/Hobby, dům/Stavební materiály";/cz/domácnost-a-zahrada/hobby,-dům/stavební-materiály
422;"Domácnost a zahrada/Hobby, dům/Přípravky proti plísním a vlhkosti";/cz/domácnost-a-zahrada/hobby,-dům/přípravky-proti-plísním-a-vlhkosti
431;"Domácnost a zahrada/Domácí potřeby/Tašky a přepravky";/cz/domácnost-a-zahrada/domácí-potřeby/tašky-a-přepravky
432;"Domácnost a zahrada/Domácí potřeby/Šatní ramínka";/cz/domácnost-a-zahrada/domácí-potřeby/šatní-ramínka
1370;"Domácnost a zahrada/Domácí potřeby/Proti hmyzu";/cz/domácnost-a-zahrada/domácí-potřeby/proti-hmyzu
1371;"Domácnost a zahrada/Domácí potřeby/Úložné boxy";/cz/domácnost-a-zahrada/domácí-potřeby/úložné-boxy
428;"Domácnost a zahrada/Domácí potřeby/Úklid";/cz/domácnost-a-zahrada/domácí-potřeby/úklid
429;"Domácnost a zahrada/Domácí potřeby/Vůně, osvěžovače a svíčky";/cz/domácnost-a-zahrada/domácí-potřeby/vůně,-osvěžovače-a-svíčky
433;"Mražené potraviny/Zmrzlina/Vaničky a kelímky";/cz/mražené-potraviny/zmrzlina/vaničky-a-kelímky
434;"Mražené potraviny/Zmrzlina/Sorbet";/cz/mražené-potraviny/zmrzlina/sorbet
435;"Mražené potraviny/Zmrzlina/Nanuky";/cz/mražené-potraviny/zmrzlina/nanuky
436;"Mražené potraviny/Zmrzlina/Kornouty a sendviče";/cz/mražené-potraviny/zmrzlina/kornouty-a-sendviče
437;"Mražené potraviny/Zmrzlina/Multipacky";/cz/mražené-potraviny/zmrzlina/multipacky
438;"Svět dětí/Kojenecké potřeby/Chrastítka a kousátka";/cz/svět-dětí/kojenecké-potřeby/chrastítka-a-kousátka
439;"Svět dětí/Kojenecké potřeby/Dudlíky";/cz/svět-dětí/kojenecké-potřeby/dudlíky
440;"Svět dětí/Kojenecké potřeby/Kojenecké láhve a jídelní pomůcky";/cz/svět-dětí/kojenecké-potřeby/kojenecké-láhve-a-jídelní-pomůcky
441;"Svět dětí/Kojenecké potřeby/Kojenecké hygienické potřeby";/cz/svět-dětí/kojenecké-potřeby/kojenecké-hygienické-potřeby
442;"Trvanlivé potraviny/Instatní polévky a potraviny/Instantní polévky";/cz/trvanlivé-potraviny/instatní-polévky-a-potraviny/instantní-polévky
443;"Trvanlivé potraviny/Instatní polévky a potraviny/Instantní hlavní jídla";/cz/trvanlivé-potraviny/instatní-polévky-a-potraviny/instantní-hlavní-jídla
444;"Trvanlivé potraviny/Instatní polévky a potraviny/Instantní nudle";/cz/trvanlivé-potraviny/instatní-polévky-a-potraviny/instantní-nudle
445;"Trvanlivé potraviny/Instatní polévky a potraviny/Kaše v prášku";/cz/trvanlivé-potraviny/instatní-polévky-a-potraviny/kaše-v-prášku
446;"Trvanlivé potraviny/Instatní polévky a potraviny/Instantní jíšky";/cz/trvanlivé-potraviny/instatní-polévky-a-potraviny/instantní-jíšky
447;"Trvanlivé potraviny/Instatní polévky a potraviny/Knedlíky a halušky v prášku";/cz/trvanlivé-potraviny/instatní-polévky-a-potraviny/knedlíky-a-halušky-v-prášku
448;"Trvanlivé potraviny/Instatní polévky a potraviny/Bujóny a vývary";/cz/trvanlivé-potraviny/instatní-polévky-a-potraviny/bujóny-a-vývary
449;"Trvanlivé potraviny/Instatní polévky a potraviny/Pečicí směsi";/cz/trvanlivé-potraviny/instatní-polévky-a-potraviny/pečicí-směsi
450;"Trvanlivé potraviny/Mezinárodní kuchyně/Asijská kuchyně";/cz/trvanlivé-potraviny/mezinárodní-kuchyně/asijská-kuchyně
451;"Trvanlivé potraviny/Mezinárodní kuchyně/Středomořská kuchyně";/cz/trvanlivé-potraviny/mezinárodní-kuchyně/středomořská-kuchyně
452;"Trvanlivé potraviny/Mezinárodní kuchyně/Americká kuchyně";/cz/trvanlivé-potraviny/mezinárodní-kuchyně/americká-kuchyně
453;"Trvanlivé potraviny/Mezinárodní kuchyně/Východoevropská kuchyně";/cz/trvanlivé-potraviny/mezinárodní-kuchyně/východoevropská-kuchyně
454;"Trvanlivé potraviny/Mezinárodní kuchyně/Indická kuchyně";/cz/trvanlivé-potraviny/mezinárodní-kuchyně/indická-kuchyně
455;"Trvanlivé potraviny/Mezinárodní kuchyně/Mexická kuchyně";/cz/trvanlivé-potraviny/mezinárodní-kuchyně/mexická-kuchyně
456;"Trvanlivé potraviny/Džemy, marmelády, med/Sladké ovocné pomazánky";/cz/trvanlivé-potraviny/džemy,-marmelády,-med/sladké-ovocné-pomazánky
457;"Trvanlivé potraviny/Džemy, marmelády, med/Džemy a marmelády";/cz/trvanlivé-potraviny/džemy,-marmelády,-med/džemy-a-marmelády
458;"Trvanlivé potraviny/Džemy, marmelády, med/Med";/cz/trvanlivé-potraviny/džemy,-marmelády,-med/med
1372;"Domácnost a zahrada/Kuchyňské potřeby/Zavařování";/cz/domácnost-a-zahrada/kuchyňské-potřeby/zavařování
459;"Domácnost a zahrada/Kuchyňské potřeby/Kuchyňské nářadí a pomůcky";/cz/domácnost-a-zahrada/kuchyňské-potřeby/kuchyňské-nářadí-a-pomůcky
460;"Domácnost a zahrada/Kuchyňské potřeby/Skladování potravin a tekutin";/cz/domácnost-a-zahrada/kuchyňské-potřeby/skladování-potravin-a-tekutin
461;"Domácnost a zahrada/Kuchyňské potřeby/Nádobí na vaření";/cz/domácnost-a-zahrada/kuchyňské-potřeby/nádobí-na-vaření
462;"Domácnost a zahrada/Kuchyňské potřeby/Stolování";/cz/domácnost-a-zahrada/kuchyňské-potřeby/stolování
463;"Domácnost a zahrada/Kuchyňské potřeby/Party nádobí jednorázové";/cz/domácnost-a-zahrada/kuchyňské-potřeby/party-nádobí-jednorázové
464;"Domácnost a zahrada/Kuchyňské potřeby/Na pečení";/cz/domácnost-a-zahrada/kuchyňské-potřeby/na-pečení
1373;"Zdravý svět/Snížený obsah laktózy/Sladkosti";/cz/zdravý-svět/snížený-obsah-laktózy/sladkosti
465;"Zdravý svět/Snížený obsah laktózy/Mléka a smetany";/cz/zdravý-svět/snížený-obsah-laktózy/mléka-a-smetany
466;"Zdravý svět/Snížený obsah laktózy/Jogurty";/cz/zdravý-svět/snížený-obsah-laktózy/jogurty
467;"Zdravý svět/Snížený obsah laktózy/Sýry";/cz/zdravý-svět/snížený-obsah-laktózy/sýry
1374;"Trvanlivé potraviny/Pečení a vaření/Zavařování a konzervování";/cz/trvanlivé-potraviny/pečení-a-vaření/zavařování-a-konzervování
476;"Trvanlivé potraviny/Pečení a vaření/Cukr, sladidla a sirupy";/cz/trvanlivé-potraviny/pečení-a-vaření/cukr,-sladidla-a-sirupy
477;"Trvanlivé potraviny/Pečení a vaření/Cukrářská zdobení a barviva";/cz/trvanlivé-potraviny/pečení-a-vaření/cukrářská-zdobení-a-barviva
478;"Trvanlivé potraviny/Pečení a vaření/Kakao";/cz/trvanlivé-potraviny/pečení-a-vaření/kakao
479;"Trvanlivé potraviny/Pečení a vaření/Kypřicí prášky a droždí";/cz/trvanlivé-potraviny/pečení-a-vaření/kypřicí-prášky-a-droždí
480;"Trvanlivé potraviny/Pečení a vaření/Mouka";/cz/trvanlivé-potraviny/pečení-a-vaření/mouka
481;"Trvanlivé potraviny/Pečení a vaření/Zahušťovadla a jíšky";/cz/trvanlivé-potraviny/pečení-a-vaření/zahušťovadla-a-jíšky
